stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,3:3,2,1.01,1.212,1.01,137872.61,137872.61,0.50,49.09,78161.35,46.043,78161.35,46.043,0.50,49.09,78590.81,46.256,78590.81,46.256
Average,3:3,3,1.41,13.939,1.41,200386.53,200386.53,0.96,73.03,147751.51,72.677,147751.51,72.677,0.96,73.03,149786.07,73.505,149786.07,73.505
Average,3:3,4,2.04,32.828,2.04,285849.38,285849.38,1.47,72.72,221990.48,76.281,221990.48,76.281,1.47,72.72,219744.25,75.401,219744.25,75.401
Average,3:3,5,2.52,41.737,2.52,372349.61,372349.61,2.04,82.92,315006.99,84.501,315006.99,84.501,2.04,82.92,315633.38,84.663,315633.38,84.663
Average,3:3,10,4.96,66.017,4.96,734728.48,734728.48,4.52,91.33,674911.24,91.549,674911.24,91.549,4.52,91.33,676255.99,91.752,676255.99,91.752
Average,3:3,15,7.45,76.142,7.45,1094894.19,1094894.19,6.93,93.21,1032834.45,94.230,1032834.45,94.230,6.93,93.21,1031070.74,94.090,1031070.74,94.090
Average,3:3,25,12.55,85.158,12.55,1881994.24,1881994.24,12.02,95.81,1815041.65,96.404,1815041.65,96.404,12.02,95.81,1815878.92,96.450,1815878.92,96.450
Average,3:3,50,25.10,92.318,25.10,3755900.64,3755900.64,24.56,97.88,3688802.96,98.223,3688802.96,98.223,24.56,97.88,3687878.31,98.197,3687878.31,98.197
Average,3:3,100,49.73,96.051,49.73,7455953.70,7455953.70,49.26,99.05,7391847.66,99.141,7391847.66,99.141,49.26,99.05,7392798.93,99.152,7392798.93,99.152
Average,3:3,500,249.92,99.202,249.92,37470984.14,37470984.14,249.48,99.82,37415668.90,99.852,37415668.90,99.852,249.48,99.82,37414179.58,99.848,37414179.58,99.848
Average,3:3,1000,499.83,99.600,499.83,74944107.12,74944107.12,499.34,99.90,74884661.60,99.920,74884661.60,99.920,499.34,99.90,74883870.19,99.919,74883870.19,99.919
