stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:8,2,0.99,1.414,0.99,342532.30,342532.30,0.72,70.60,295762.76,69.939,295762.76,69.939,0.72,70.60,295762.76,69.939,295762.76,69.939
Average,1:8,3,1.52,17.575,1.52,533561.55,533561.55,1.20,81.11,472233.47,83.864,472233.47,83.864,1.20,81.11,472233.47,83.864,472233.47,83.864
Average,1:8,4,2.01,31.313,2.01,755135.18,755135.18,1.72,86.66,698688.46,90.980,698688.46,90.980,1.72,86.66,698688.46,90.980,698688.46,90.980
Average,1:8,5,2.52,41.090,2.52,950162.08,950162.08,2.22,89.04,892805.32,93.331,892805.32,93.331,2.22,89.04,892805.32,93.331,892805.32,93.331
Average,1:8,10,4.89,65.298,4.89,1902484.00,1902484.00,4.63,95.04,1848072.09,97.000,1848072.09,97.000,4.63,95.04,1848072.09,97.000,1848072.09,97.000
Average,1:8,15,7.41,75.866,7.41,2942126.85,2942126.85,7.14,96.40,2890359.47,98.138,2890359.47,98.138,7.14,96.40,2890359.47,98.138,2890359.47,98.138
Average,1:8,25,12.55,85.107,12.55,4970240.27,4970240.27,12.26,97.70,4911202.48,98.808,4911202.48,98.808,12.26,97.70,4911202.48,98.808,4911202.48,98.808
Average,1:8,50,24.84,92.216,24.84,9834353.93,9834353.93,24.58,98.93,9781432.27,99.453,9781432.27,99.453,24.58,98.93,9781432.27,99.453,9781432.27,99.453
Average,1:8,100,49.77,96.050,49.77,19797238.52,19797238.52,49.46,99.38,19735724.97,99.689,19735724.97,99.689,49.46,99.38,19735724.97,99.689,19735724.97,99.689
Average,1:8,500,250.33,99.203,250.33,100189826.23,100189826.23,250.09,99.90,100134794.27,99.944,100134794.27,99.944,250.09,99.90,100134794.27,99.944,100134794.27,99.944
Average,1:8,1000,498.86,99.599,498.86,199858654.62,199858654.62,498.53,99.93,199798720.48,99.969,199798720.48,99.969,498.53,99.93,199798720.48,99.969,199798720.48,99.969
