stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,2:2,2,1.00,2.222,1.00,83703.77,83703.77,0.49,46.36,50824.90,45.110,50824.90,45.110,0.49,46.36,50984.96,45.263,50984.96,45.263
Average,2:2,3,1.50,16.868,1.50,130590.81,130590.81,0.92,62.82,93316.62,65.914,93316.62,65.914,0.92,62.82,94065.06,66.615,94065.06,66.615
Average,2:2,4,2.03,31.777,2.03,191773.09,191773.09,1.50,75.20,154777.84,79.278,154777.84,79.278,1.50,75.20,154383.15,79.127,154383.15,79.127
Average,2:2,5,2.44,39.838,2.44,235538.11,235538.11,2.01,82.82,202130.77,84.393,202130.77,84.393,2.01,82.82,202712.87,84.490,202712.87,84.490
Average,2:2,10,4.89,65.503,4.89,477962.01,477962.01,4.39,89.83,441611.27,91.967,441611.27,91.967,4.39,89.83,440582.02,91.742,440582.02,91.742
Average,2:2,15,7.46,76.062,7.46,725197.96,725197.96,6.95,93.37,688875.93,94.921,688875.93,94.921,6.95,93.37,688735.44,94.906,688735.44,94.906
Average,2:2,25,12.50,85.028,12.50,1231583.15,1231583.15,11.98,95.81,1195019.30,96.937,1195019.30,96.937,11.98,95.81,1194256.86,96.890,1194256.86,96.890
Average,2:2,50,24.81,92.207,24.81,2458042.67,2458042.67,24.36,98.22,2423292.07,98.584,2423292.07,98.584,24.36,98.22,2422129.81,98.537,2422129.81,98.537
Average,2:2,100,49.93,96.063,49.93,5013362.89,5013362.89,49.46,99.04,4973690.41,99.209,4973690.41,99.209,49.46,99.04,4973061.27,99.195,4973061.27,99.195
Average,2:2,500,249.86,99.202,249.86,24945525.41,24945525.41,249.35,99.79,24908699.71,99.852,24908699.71,99.852,249.35,99.79,24909049.35,99.854,24909049.35,99.854
Average,2:2,1000,499.64,99.600,499.65,49969324.60,49969324.60,499.20,99.91,49930736.60,99.922,49930736.60,99.922,499.20,99.90,49932355.69,99.925,49932355.69,99.925
