stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,4:2:6,2,1.00,0.000,1.00,351948.07,351948.07,0.52,52.72,213709.82,49.227,213709.82,49.227,0.52,52.72,214631.51,49.410,214631.51,49.410
Average,4:2:6,3,1.45,15.151,1.45,537717.35,537717.35,0.99,74.84,400322.95,74.583,400322.95,74.583,0.99,74.84,401243.26,74.735,401243.26,74.735
Average,4:2:6,4,2.01,33.333,2.01,765773.61,765773.61,1.52,76.06,611524.04,78.479,611524.04,78.479,1.52,76.06,610337.19,78.198,610337.19,78.198
Average,4:2:6,5,2.52,42.121,2.52,956567.29,956567.29,2.00,81.51,800197.84,83.768,800197.84,83.768,2.00,81.51,803894.48,84.113,803894.48,84.113
Average,4:2:6,10,5.04,66.717,5.04,2017025.90,2017025.90,4.54,90.27,1851314.51,91.685,1851314.51,91.685,4.54,90.27,1850306.34,91.629,1850306.34,91.629
Average,4:2:6,15,7.56,76.533,7.56,2984942.83,2984942.83,7.13,94.41,2831894.21,94.834,2831894.21,94.834,7.13,94.41,2833887.75,94.889,2833887.75,94.889
Average,4:2:6,25,12.46,85.072,12.46,4917917.44,4917917.44,12.03,96.62,4772093.12,97.037,4772093.12,97.037,12.03,96.62,4771101.29,97.014,4771101.29,97.014
Average,4:2:6,50,25.05,92.308,25.05,9966962.62,9966962.62,24.52,97.90,9790405.05,98.223,9790405.05,98.223,24.52,97.90,9792514.27,98.244,9792514.27,98.244
Average,4:2:6,100,49.96,96.072,49.96,19933350.13,19933350.13,49.45,98.97,19772707.75,99.193,19772707.75,99.193,49.45,98.97,19774356.18,99.200,19774356.18,99.200
Average,4:2:6,500,249.76,99.202,249.76,99979063.53,99979063.53,249.27,99.80,99813492.16,99.834,99813492.16,99.834,249.27,99.80,99804353.15,99.825,99804353.15,99.825
Average,4:2:6,1000,500.21,99.600,500.21,200051013.30,200051013.30,499.69,99.89,199872814.52,99.910,199872814.52,99.910,499.69,99.89,199876690.33,99.912,199876690.33,99.912
