stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:8,2,0.98,2.828,0.98,3320.78,3320.78,0.71,66.96,2820.36,66.824,2820.36,66.824,0.71,66.96,2820.36,66.824,2820.36,66.824
Average,1:8,3,1.47,15.959,1.47,5330.17,5330.17,1.18,83.28,4765.74,86.041,4765.74,86.041,1.18,83.28,4765.74,86.041,4765.74,86.041
Average,1:8,4,2.03,31.464,2.03,7415.33,7415.33,1.73,86.31,6822.68,89.992,6822.68,89.992,1.73,86.31,6822.68,89.992,6822.68,89.992
Average,1:8,5,2.52,41.404,2.52,9288.40,9288.40,2.18,87.70,8684.31,92.953,8684.31,92.953,2.18,87.70,8684.31,92.953,8684.31,92.953
Average,1:8,10,4.98,65.683,4.98,19126.25,19126.25,4.69,94.21,18551.62,96.862,18551.62,96.862,4.69,94.21,18551.62,96.862,18551.62,96.862
Average,1:8,15,7.56,76.317,7.56,29490.91,29490.91,7.30,96.52,28958.64,98.088,28958.64,98.088,7.30,96.52,28958.64,98.088,28958.64,98.088
Average,1:8,25,12.48,85.020,12.48,48971.33,48971.33,12.18,97.61,48374.56,98.782,48374.56,98.782,12.18,97.61,48374.56,98.782,48374.56,98.782
Average,1:8,50,24.98,92.268,24.98,99938.03,99938.03,24.72,98.94,99393.91,99.455,99393.91,99.455,24.72,98.94,99393.91,99.455,99393.91,99.455
Average,1:8,100,49.92,96.062,49.92,198792.91,198792.91,49.67,99.50,198294.61,99.748,198294.61,99.748,49.67,99.50,198294.61,99.748,198294.61,99.748
Average,1:8,500,249.37,99.200,249.37,994627.85,994627.85,249.08,99.88,994024.48,99.939,994024.48,99.939,249.08,99.88,994024.48,99.939,994024.48,99.939
Average,1:8,1000,499.53,99.600,499.53,1994171.76,1994171.76,499.24,99.94,1993606.58,99.971,1993606.58,99.971,499.24,99.94,1993606.58,99.971,1993606.58,99.971
