stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2,2,0.97,3.737,0.97,793.87,793.87,0.58,53.18,587.29,53.793,587.29,53.793,0.58,53.18,587.29,53.793,587.29,53.793
Average,1:2,3,1.50,17.121,1.50,1337.89,1337.89,1.13,75.75,1155.51,80.325,1155.51,80.325,1.13,75.75,1155.51,80.325,1155.51,80.325
Average,1:2,4,2.08,32.000,2.08,1853.77,1853.77,1.65,79.11,1639.07,85.156,1639.07,85.156,1.65,79.11,1639.07,85.156,1639.07,85.156
Average,1:2,5,2.55,41.171,2.55,2374.24,2374.24,2.16,85.46,2172.94,90.663,2172.94,90.663,2.16,85.46,2172.94,90.663,2172.94,90.663
Average,1:2,10,5.05,65.837,5.05,4830.05,4830.05,4.70,93.04,4670.45,96.362,4670.45,96.362,4.70,93.04,4670.45,96.362,4670.45,96.362
Average,1:2,15,7.56,76.166,7.56,7356.41,7356.41,7.19,95.20,7163.44,97.346,7163.44,97.346,7.19,95.20,7163.44,97.346,7163.44,97.346
Average,1:2,25,12.66,85.156,12.66,12408.99,12408.99,12.29,97.14,12229.23,98.533,12229.23,98.533,12.29,97.14,12229.23,98.533,12229.23,98.533
Average,1:2,50,25.10,92.277,25.10,25108.76,25108.76,24.75,98.59,24921.18,99.257,24921.18,99.257,24.75,98.59,24921.18,99.257,24921.18,99.257
Average,1:2,100,49.96,96.060,49.96,49477.08,49477.08,49.55,99.17,49286.89,99.616,49286.89,99.616,49.55,99.17,49286.89,99.616,49286.89,99.616
Average,1:2,500,250.28,99.203,250.28,249554.54,249554.54,249.85,99.82,249348.21,99.917,249348.21,99.917,249.85,99.82,249348.21,99.917,249348.21,99.917
Average,1:2,1000,499.41,99.600,499.41,498558.41,498558.41,499.05,99.92,498371.63,99.962,498371.63,99.962,499.05,99.92,498371.63,99.962,498371.63,99.962
