stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1:1:1:1:1,2,0.96,4.090,0.96,2895.85,2895.85,0.52,48.63,2178.92,50.952,2178.92,50.952,0.52,48.63,2178.92,50.952,2178.92,50.952
Average,1:1:1:1:1:1:1:1:1,3,1.44,22.626,1.44,4593.59,4593.59,1.00,70.35,3948.64,78.169,3948.64,78.169,1.00,70.35,3948.64,78.169,3948.64,78.169
Average,1:1:1:1:1:1:1:1:1,4,2.02,45.202,2.02,6892.64,6892.64,1.53,76.91,6191.29,87.605,6191.29,87.605,1.53,76.91,6191.29,87.605,6191.29,87.605
Average,1:1:1:1:1:1:1:1:1,5,2.50,56.186,2.50,8766.05,8766.05,2.01,81.54,8098.86,91.144,8098.86,91.144,2.01,81.54,8098.86,91.144,8098.86,91.144
Average,1:1:1:1:1:1:1:1:1,10,5.03,79.452,5.03,18657.26,18657.26,4.54,90.34,18098.67,96.740,18098.67,96.740,4.54,90.34,18098.67,96.740,18098.67,96.740
Average,1:1:1:1:1:1:1:1:1,15,7.46,86.299,7.46,28696.21,28696.21,7.00,93.80,28107.17,97.877,28107.17,97.877,7.00,93.80,28107.17,97.877,28107.17,97.877
Average,1:1:1:1:1:1:1:1:1,25,12.48,91.898,12.48,48598.70,48598.70,11.98,96.11,48022.98,98.815,48022.98,98.815,11.98,96.11,48022.98,98.815,48022.98,98.815
Average,1:1:1:1:1:1:1:1:1,50,24.91,95.961,24.91,98158.91,98158.91,24.35,97.76,97521.47,99.344,97521.47,99.344,24.35,97.76,97521.47,99.344,97521.47,99.344
Average,1:1:1:1:1:1:1:1:1,100,49.91,97.991,49.91,198294.42,198294.42,49.41,99.00,197753.84,99.724,197753.84,99.724,49.41,99.00,197753.84,99.724,197753.84,99.724
Average,1:1:1:1:1:1:1:1:1,500,249.95,99.599,249.95,999788.86,999788.86,249.46,99.80,999174.41,99.938,999174.41,99.938,249.46,99.80,999174.41,99.938,999174.41,99.938
Average,1:1:1:1:1:1:1:1:1,1000,499.58,99.799,499.58,1994485.00,1994485.00,499.10,99.90,1993951.72,99.973,1993951.72,99.973,499.10,99.90,1993951.72,99.973,1993951.72,99.973
