stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,2,0.97,4.242,0.97,5553.00,5553.00,0.51,47.57,4237.39,50.335,4237.39,50.335,0.51,47.57,4237.39,50.335,4237.39,50.335
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,3,1.52,26.767,1.52,9439.88,9439.88,0.99,64.64,7984.25,74.757,7984.25,74.757,0.99,64.64,7984.25,74.757,7984.25,74.757
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,4,2.00,44.494,2.00,13781.05,13781.05,1.56,79.39,12617.05,88.886,12617.05,88.886,1.56,79.39,12617.05,88.886,12617.05,88.886
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,5,2.49,56.691,2.49,17117.29,17117.29,2.01,81.43,15965.57,91.973,15965.57,91.973,2.01,81.43,15965.57,91.973,15965.57,91.973
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,10,5.00,79.369,5.00,37299.25,37299.25,4.53,90.88,36172.57,96.859,36172.57,96.859,4.53,90.88,36172.57,96.859,36172.57,96.859
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,15,7.52,86.429,7.52,57480.28,57480.28,7.00,93.18,56413.39,98.054,56413.39,98.054,7.00,93.18,56413.39,98.054,56413.39,98.054
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,25,12.47,91.882,12.47,97103.77,97103.77,11.97,96.05,95925.26,98.777,95925.26,98.777,11.97,96.05,95925.26,98.777,95925.26,98.777
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,50,24.99,95.973,24.99,195175.50,195175.50,24.43,97.79,194056.38,99.429,194056.38,99.429,24.43,97.79,194056.38,99.429,194056.38,99.429
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,100,50.21,98.003,50.21,399808.44,399808.44,49.68,98.94,398643.70,99.708,398643.70,99.708,49.68,98.94,398643.70,99.708,398643.70,99.708
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,500,250.05,99.599,250.05,1996390.05,1996390.05,249.55,99.80,1995340.91,99.947,1995340.91,99.947,249.55,99.80,1995340.91,99.947,1995340.91,99.947
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,1000,499.70,99.799,499.70,3990077.14,3990077.14,499.16,99.89,3988995.71,99.972,3988995.71,99.972,499.16,99.89,3988995.71,99.972,3988995.71,99.972
