stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:8,2,1.00,2.626,1.00,800444.73,800444.73,0.73,70.00,721532.93,71.015,721532.93,71.015,0.73,70.00,721532.93,71.015,721532.93,71.015
Average,1:8,3,1.50,16.767,1.50,1009940.07,1009940.07,1.20,82.52,934906.01,86.814,934906.01,86.814,1.20,82.52,934906.01,86.814,934906.01,86.814
Average,1:8,4,1.97,29.545,1.97,1806796.96,1806796.96,1.70,88.03,1746680.78,93.371,1746680.78,93.371,1.70,88.03,1746680.78,93.371,1746680.78,93.371
Average,1:8,5,2.50,41.040,2.50,2047871.89,2047871.89,2.22,89.54,1997468.13,95.421,1997468.13,95.421,2.22,89.54,1997468.13,95.421,1997468.13,95.421
Average,1:8,10,4.98,65.804,4.98,4424519.69,4424519.69,4.69,94.57,4373650.03,97.956,4373650.03,97.956,4.69,94.57,4373650.03,97.956,4373650.03,97.956
Average,1:8,15,7.54,76.208,7.54,6693438.70,6693438.70,7.29,96.83,6643401.77,98.886,6643401.77,98.886,7.29,96.83,6643401.77,98.886,6643401.77,98.886
Average,1:8,25,12.43,84.975,12.43,11886199.97,11886199.97,12.15,97.77,11846985.51,99.219,11846985.51,99.219,12.15,97.77,11846985.51,99.219,11846985.51,99.219
Average,1:8,50,24.98,92.268,24.98,22904991.31,22904991.31,24.76,99.12,22860805.78,99.671,22860805.78,99.671,24.76,99.12,22860805.78,99.671,22860805.78,99.671
Average,1:8,100,50.13,96.078,50.13,46734437.22,46734437.22,49.88,99.49,46692205.57,99.824,46692205.57,99.824,49.88,99.49,46692205.57,99.824,46692205.57,99.824
Average,1:8,500,250.12,99.203,250.15,229391176.76,229391176.76,249.94,99.92,229349529.70,99.967,229349529.70,99.967,249.94,99.91,229349529.70,99.967,229349529.70,99.967
Average,1:8,1000,499.86,99.600,500.00,455154287.38,455154287.38,499.83,99.99,455122063.78,99.983,455122063.78,99.983,499.83,99.96,455122063.78,99.983,455122063.78,99.983
