stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1:1:1:1:1,2,0.88,3.333,0.88,815804.73,815804.73,0.46,43.03,708120.43,44.868,708120.43,44.868,0.46,43.03,708120.43,44.868,708120.43,44.868
Average,1:1:1:1:1:1:1:1:1,3,1.36,19.595,1.36,1424979.77,1424979.77,0.86,62.62,1268932.08,71.221,1268932.08,71.221,0.86,62.62,1268932.08,71.221,1268932.08,71.221
Average,1:1:1:1:1:1:1:1:1,4,1.86,39.090,1.86,1743741.70,1743741.70,1.36,72.57,1639692.92,83.604,1639692.92,83.604,1.36,72.57,1639692.92,83.604,1639692.92,83.604
Average,1:1:1:1:1:1:1:1:1,5,2.38,52.550,2.38,1844816.45,1844816.45,1.87,79.89,1778123.50,91.797,1778123.50,91.797,1.87,79.89,1778123.50,91.797,1778123.50,91.797
Average,1:1:1:1:1:1:1:1:1,10,4.90,78.761,4.90,4542831.03,4542831.03,4.42,90.38,4465496.58,97.616,4465496.58,97.616,4.42,90.38,4465496.58,97.616,4465496.58,97.616
Average,1:1:1:1:1:1:1:1:1,15,7.40,86.175,7.40,6806573.59,6806573.59,6.89,93.27,6760578.69,98.347,6760578.69,98.347,6.89,93.27,6760578.69,98.347,6760578.69,98.347
Average,1:1:1:1:1:1:1:1:1,25,12.32,91.784,12.32,11026711.60,11026711.60,11.78,95.63,10973239.17,99.160,10973239.17,99.160,11.78,95.63,10973239.17,99.160,10973239.17,99.160
Average,1:1:1:1:1:1:1:1:1,50,24.85,95.949,24.85,23422889.69,23422889.69,24.33,97.90,23368643.80,99.611,23368643.80,99.611,24.33,97.90,23368643.80,99.611,23368643.80,99.611
Average,1:1:1:1:1:1:1:1:1,100,49.86,97.988,49.86,46337117.22,46337117.22,49.34,98.95,46288392.07,99.823,46288392.07,99.823,49.34,98.95,46288392.07,99.823,46288392.07,99.823
Average,1:1:1:1:1:1:1:1:1,500,249.55,99.599,249.56,228430664.18,228430664.18,249.06,99.80,228387044.65,99.964,228387044.65,99.964,249.06,99.80,228387044.65,99.964,228387044.65,99.964
Average,1:1:1:1:1:1:1:1:1,1000,499.40,99.799,499.41,461397319.67,461397319.67,498.96,99.91,461357111.30,99.985,461357111.30,99.985,498.96,99.91,461357111.30,99.985,461357111.30,99.985
