stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1,2,0.92,4.512,0.92,367520.53,367520.53,0.44,40.46,290911.59,42.966,290911.59,42.966,0.44,40.46,290911.59,42.966,290911.59,42.966
Average,1:1:1:1:1,3,1.42,22.516,1.42,603084.01,603084.01,0.93,64.69,540940.46,73.369,540940.46,73.369,0.93,64.69,540940.46,73.369,540940.46,73.369
Average,1:1:1:1:1,4,1.91,40.590,1.91,819861.08,819861.08,1.41,74.60,767317.42,85.858,767317.42,85.858,1.41,74.60,767317.42,85.858,767317.42,85.858
Average,1:1:1:1:1,5,2.40,53.727,2.40,1054441.01,1054441.01,1.92,80.29,1006945.02,91.334,1006945.02,91.334,1.92,80.29,1006945.02,91.334,1006945.02,91.334
Average,1:1:1:1:1,10,4.90,78.720,4.90,2188103.77,2188103.77,4.40,89.98,2151872.19,97.209,2151872.19,97.209,4.40,89.98,2151872.19,97.209,2151872.19,97.209
Average,1:1:1:1:1,15,7.39,86.117,7.39,3346715.51,3346715.51,6.89,93.34,3314795.28,98.368,3314795.28,98.368,6.89,93.33,3314795.28,98.368,3314795.28,98.368
Average,1:1:1:1:1,25,12.38,91.805,12.38,5631293.35,5631293.35,11.88,96.02,5602634.41,99.116,5602634.41,99.116,11.88,96.01,5602634.41,99.116,5602634.41,99.116
Average,1:1:1:1:1,50,24.85,95.947,24.85,11408212.09,11408212.09,24.34,97.97,11381313.24,99.587,11381313.24,99.587,24.34,97.96,11381313.24,99.587,11381313.24,99.587
Average,1:1:1:1:1,100,49.80,97.985,49.80,22782445.18,22782445.18,49.30,98.99,22757919.57,99.804,22757919.57,99.804,49.30,98.99,22757919.57,99.804,22757919.57,99.804
Average,1:1:1:1:1,500,249.62,99.599,249.64,114398115.23,114398115.23,249.13,99.80,114374788.65,99.962,114374788.65,99.962,249.13,99.79,114374788.65,99.962,114374788.65,99.962
Average,1:1:1:1:1,1000,499.53,99.799,499.55,228975541.47,228975541.47,499.05,99.90,228952590.69,99.981,228952590.69,99.981,499.05,99.89,228952590.69,99.981,228952590.69,99.981
