stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1:1:1:1:1,2,1.00,6.007,1.00,2906.61,2906.61,0.55,49.14,2247.45,52.811,2247.45,52.811,0.55,49.14,2247.45,52.811,2247.45,52.811
Average,1:1:1:1:1:1:1:1:1,3,1.49,25.283,1.49,4811.35,4811.35,1.02,69.19,4123.50,77.571,4123.50,77.571,1.02,69.19,4123.50,77.571,4123.50,77.571
Average,1:1:1:1:1:1:1:1:1,4,2.00,43.894,2.00,6770.70,6770.70,1.52,77.22,6107.83,87.387,6107.83,87.387,1.52,77.22,6107.83,87.387,6107.83,87.387
Average,1:1:1:1:1:1:1:1:1,5,2.50,56.186,2.50,8718.04,8718.04,2.02,81.70,8065.10,91.295,8065.10,91.295,2.02,81.70,8065.10,91.295,8065.10,91.295
Average,1:1:1:1:1:1:1:1:1,10,4.99,79.257,4.99,18631.25,18631.25,4.50,90.45,18027.32,96.586,18027.32,96.586,4.50,90.45,18027.32,96.586,18027.32,96.586
Average,1:1:1:1:1:1:1:1:1,15,7.50,86.373,7.50,28618.13,28618.13,7.00,93.45,28016.91,97.827,28016.91,97.827,7.00,93.45,28016.91,97.827,28016.91,97.827
Average,1:1:1:1:1:1:1:1:1,25,12.49,91.896,12.49,48506.96,48506.96,11.99,96.04,47922.86,98.772,47922.86,98.772,11.99,96.04,47922.86,98.772,47922.86,98.772
Average,1:1:1:1:1:1:1:1:1,50,24.99,95.975,24.99,98524.21,98524.21,24.50,98.02,97953.44,99.415,97953.44,99.415,24.50,98.02,97953.44,99.415,97953.44,99.415
Average,1:1:1:1:1:1:1:1:1,100,49.99,97.993,49.99,198364.29,198364.29,49.49,99.00,197797.28,99.712,197797.28,99.712,49.49,99.00,197797.28,99.712,197797.28,99.712
Average,1:1:1:1:1:1:1:1:1,500,250.02,99.599,250.02,997656.12,997656.12,249.52,99.80,997092.24,99.943,997092.24,99.943,249.52,99.80,997092.24,99.943,997092.24,99.943
Average,1:1:1:1:1:1:1:1:1,1000,499.92,99.799,499.92,1996313.44,1996313.44,499.43,99.90,1995755.80,99.972,1995755.80,99.972,499.43,99.90,1995755.80,99.972,1995755.80,99.972
