stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2,2,0.95,3.434,0.95,229211.83,229211.83,0.59,54.54,200684.23,56.955,200684.23,56.955,0.59,54.54,199400.60,55.911,199400.60,55.911
Average,1:2,3,1.45,15.454,1.45,305278.87,305278.87,1.07,74.09,280409.95,79.874,280409.95,79.874,1.07,74.09,278403.13,78.474,278403.13,78.474
Average,1:2,4,1.98,29.383,1.98,451937.23,451937.23,1.57,79.82,422651.58,88.158,422651.58,88.158,1.57,79.82,421619.31,87.392,421619.31,87.392
Average,1:2,5,2.55,41.555,2.55,483431.02,483431.02,2.13,84.44,461847.40,93.291,461847.40,93.291,2.13,84.44,459438.91,92.438,459438.91,92.438
Average,1:2,10,4.97,65.537,4.97,1121816.74,1121816.74,4.61,93.09,1106554.74,97.671,1106554.74,97.671,4.61,93.09,1104881.03,97.259,1104881.03,97.259
Average,1:2,15,7.57,76.228,7.57,1658889.54,1658889.54,7.18,94.86,1645397.86,98.369,1645397.86,98.369,7.18,94.86,1643211.63,98.123,1643211.63,98.123
Average,1:2,25,12.63,85.167,12.63,2737276.83,2737276.83,12.25,97.05,2721540.92,99.205,2721540.92,99.205,12.25,97.00,2719553.65,99.012,2719553.65,99.012
Average,1:2,50,24.98,92.249,24.98,5639155.44,5639155.44,24.62,98.57,5629146.85,99.647,5629146.85,99.647,24.62,98.57,5626663.55,99.555,5626663.55,99.555
Average,1:2,100,49.99,96.064,50.00,11388841.17,11388841.17,49.66,99.33,11377322.17,99.814,11377322.17,99.814,49.66,99.31,11374268.50,99.766,11374268.50,99.766
Average,1:2,500,249.94,99.202,250.01,57126081.38,57126081.38,249.72,99.91,57116708.78,99.970,57116708.78,99.970,249.72,99.88,57113275.39,99.961,57113275.39,99.961
Average,1:2,1000,499.76,99.600,499.99,113893681.36,113893681.36,499.59,99.96,113882336.21,99.979,113882336.21,99.979,499.59,99.92,113879714.49,99.973,113879714.49,99.973
