stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:8,2,1.00,2.727,1.00,3425.68,3425.68,0.74,70.15,3015.16,71.746,3015.16,71.746,0.74,70.15,2942.73,69.967,2942.73,69.967
Average,1:8,3,1.46,15.404,1.46,5280.36,5280.36,1.16,82.77,4805.14,88.135,4805.14,88.135,1.16,82.77,4694.32,85.671,4694.32,85.671
Average,1:8,4,1.96,29.343,1.96,7302.81,7302.81,1.68,87.37,6872.54,92.931,6872.54,92.931,1.68,87.37,6765.22,91.078,6765.22,91.078
Average,1:8,5,2.48,40.474,2.48,9150.50,9150.50,2.16,87.62,8649.11,93.652,8649.11,93.652,2.16,87.62,8557.97,92.522,8557.97,92.522
Average,1:8,10,4.95,65.739,4.95,19340.35,19340.35,4.66,94.19,18895.02,97.526,18895.02,97.526,4.66,94.19,18781.86,96.932,18781.86,96.932
Average,1:8,15,7.48,76.018,7.48,29189.83,29189.83,7.20,96.36,28770.06,98.550,28770.06,98.550,7.20,96.36,28672.30,98.203,28672.30,98.203
Average,1:8,25,12.52,85.077,12.52,49646.20,49646.20,12.24,97.83,49205.28,99.107,49205.28,99.107,12.24,97.83,49052.62,98.801,49052.62,98.801
Average,1:8,50,24.91,92.242,24.91,98944.46,98944.46,24.63,98.89,98501.17,99.550,98501.17,99.550,24.63,98.89,98384.57,99.432,98384.57,99.432
Average,1:8,100,49.79,96.051,49.79,198354.77,198354.77,49.48,99.38,197888.20,99.764,197888.20,99.764,49.48,99.38,197753.84,99.696,197753.84,99.696
Average,1:8,500,250.34,99.203,250.34,999382.78,999382.78,250.08,99.89,998970.15,99.958,998970.15,99.958,250.08,99.89,998865.55,99.948,998865.55,99.948
Average,1:8,1000,499.96,99.600,499.96,1996448.23,1996448.23,499.65,99.93,1995969.83,99.975,1995969.83,99.975,499.65,99.93,1995857.24,99.970,1995857.24,99.970
