stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:4,2,0.93,2.626,0.93,404938.71,404938.71,0.63,60.00,372175.82,61.655,372175.82,61.655,0.63,60.00,369484.78,60.784,369484.78,60.784
Average,1:4,3,1.45,15.353,1.45,718199.74,718199.74,1.18,82.77,689196.57,88.783,689196.57,88.783,1.18,82.77,686082.05,87.353,686082.05,87.353
Average,1:4,4,1.98,29.949,1.98,1069318.70,1069318.70,1.72,88.03,1039191.19,93.660,1039191.19,93.660,1.72,88.03,1035016.25,92.294,1035016.25,92.294
Average,1:4,5,2.48,40.010,2.48,969794.54,969794.54,2.16,88.03,941143.76,94.605,941143.76,94.605,2.16,88.03,934026.59,93.611,934026.59,93.611
Average,1:4,10,5.06,66.275,5.06,2312073.36,2312073.36,4.70,93.20,2286112.80,97.791,2286112.80,97.791,4.70,93.20,2281848.58,97.348,2281848.58,97.348
Average,1:4,15,7.46,75.892,7.46,3634187.38,3634187.38,7.14,95.93,3613593.46,98.758,3613593.46,98.758,7.14,95.93,3606915.06,98.452,3606915.06,98.452
Average,1:4,25,12.60,85.144,12.60,5848719.55,5848719.55,12.30,97.65,5826769.34,99.336,5826769.34,99.336,12.30,97.65,5821835.28,99.204,5821835.28,99.204
Average,1:4,50,25.00,92.266,25.00,11100664.53,11100664.53,24.67,98.66,11074121.50,99.680,11074121.50,99.680,24.67,98.66,11069421.99,99.590,11069421.99,99.590
Average,1:4,100,50.10,96.074,50.10,22348031.35,22348031.35,49.83,99.47,22328083.18,99.865,22328083.18,99.865,49.83,99.45,22321679.38,99.824,22321679.38,99.824
Average,1:4,500,250.43,99.204,250.49,114985837.47,114985837.47,250.29,99.94,114975230.21,99.981,114975230.21,99.981,250.29,99.91,114966946.96,99.968,114966946.96,99.968
Average,1:4,1000,500.74,99.601,500.94,229348356.16,229348356.16,500.71,99.99,229337511.94,99.989,229337511.94,99.989,500.71,99.95,229326268.66,99.981,229326268.66,99.981
