stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1,2,0.89,3.333,0.89,375794.76,375794.76,0.39,35.75,286023.56,37.771,286023.56,37.771,0.39,35.75,286023.56,37.771,286023.56,37.771
Average,1:1:1:1:1,3,1.43,22.272,1.43,593701.56,593701.56,0.96,67.72,537833.52,76.539,537833.52,76.539,0.96,67.72,537833.52,76.539,537833.52,76.539
Average,1:1:1:1:1,4,1.89,39.949,1.89,744725.36,744725.36,1.39,74.59,700335.44,86.572,700335.44,86.572,1.39,74.59,700335.44,86.572,700335.44,86.572
Average,1:1:1:1:1,5,2.44,54.368,2.44,959744.80,959744.80,1.94,80.47,921439.87,91.491,921439.87,91.491,1.94,80.47,921439.87,91.491,921439.87,91.491
Average,1:1:1:1:1,10,4.92,78.771,4.92,2383260.64,2383260.64,4.40,89.70,2354614.86,97.185,2354614.86,97.185,4.40,89.70,2354614.86,97.185,2354614.86,97.185
Average,1:1:1:1:1,15,7.47,86.319,7.47,3519801.75,3519801.75,7.02,93.86,3489592.35,98.519,3489592.35,98.519,7.02,93.86,3489592.35,98.519,3489592.35,98.519
Average,1:1:1:1:1,25,12.52,91.897,12.52,6241680.28,6241680.28,12.03,96.12,6206311.05,99.133,6206311.05,99.133,12.03,96.12,6206311.05,99.133,6206311.05,99.133
Average,1:1:1:1:1,50,24.89,95.956,24.89,12021181.63,12021181.63,24.41,98.05,11996843.59,99.609,11996843.59,99.609,24.41,98.05,11996843.59,99.609,11996843.59,99.609
Average,1:1:1:1:1,100,49.67,97.980,49.68,23330060.93,23330060.93,49.13,98.91,23307609.83,99.794,23307609.83,99.794,49.13,98.90,23307609.83,99.794,23307609.83,99.794
Average,1:1:1:1:1,500,249.93,99.599,249.94,114435644.19,114435644.19,249.45,99.80,114413707.45,99.964,114413707.45,99.964,249.45,99.80,114413707.45,99.964,114413707.45,99.964
Average,1:1:1:1:1,1000,498.61,99.799,498.65,225661662.58,225661662.58,498.15,99.90,225641158.03,99.982,225641158.03,99.982,498.15,99.90,225641158.03,99.982,225641158.03,99.982
