stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:16,2,1.00,1.919,1.00,6971.02,6971.02,0.74,71.66,6161.20,72.507,6161.20,72.507,0.74,71.66,6014.77,70.730,6014.77,70.730
Average,1:16,3,1.53,17.676,1.53,11144.44,11144.44,1.21,82.12,10214.56,87.717,10214.56,87.717,1.21,82.12,10005.03,85.583,10005.03,85.583
Average,1:16,4,1.98,30.202,1.98,14549.91,14549.91,1.68,86.66,13539.03,92.438,13539.03,92.438,1.68,86.66,13341.63,90.791,13341.63,90.791
Average,1:16,5,2.51,40.868,2.51,18486.90,18486.90,2.22,89.82,17543.29,94.462,17543.29,94.462,2.22,89.82,17316.30,93.052,17316.30,93.052
Average,1:16,10,4.93,65.637,4.93,38873.71,38873.71,4.71,95.67,38196.63,98.204,38196.63,98.204,4.71,95.67,37955.92,97.573,37955.92,97.573
Average,1:16,15,7.52,76.207,7.52,59429.55,59429.55,7.28,96.84,58705.84,98.748,58705.84,98.748,7.28,96.84,58443.83,98.295,58443.83,98.295
Average,1:16,25,12.76,85.345,12.76,100512.17,100512.17,12.52,98.18,99762.42,99.234,99762.42,99.234,12.52,98.18,99523.55,98.989,99523.55,98.989
Average,1:16,50,24.96,92.253,24.96,198160.44,198160.44,24.74,99.15,197499.83,99.666,197499.83,99.666,24.74,99.15,197174.92,99.502,197174.92,99.502
Average,1:16,100,49.78,96.050,49.78,397539.94,397539.94,49.50,99.44,396709.81,99.791,396709.81,99.791,49.50,99.44,396477.60,99.732,396477.60,99.732
Average,1:16,500,249.83,99.202,249.83,1997181.01,1997181.01,249.59,99.90,1996448.22,99.963,1996448.22,99.963,249.59,99.90,1996209.86,99.951,1996209.86,99.951
Average,1:16,1000,499.52,99.600,499.52,3986134.91,3986134.91,499.26,99.94,3985302.73,99.979,3985302.73,99.979,499.26,99.94,3985070.00,99.973,3985070.00,99.973
