stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2,2,1.00,3.939,1.00,801.55,801.55,0.59,53.48,610.20,55.439,610.20,55.439,0.59,53.48,595.52,54.144,595.52,54.144
Average,1:2,3,1.47,16.464,1.47,1301.22,1301.22,1.06,71.01,1102.88,76.804,1102.88,76.804,1.06,71.01,1086.63,75.423,1086.63,75.423
Average,1:2,4,2.03,30.545,2.03,1859.46,1859.46,1.64,81.64,1684.08,87.888,1684.08,87.888,1.64,81.64,1668.81,86.932,1668.81,86.932
Average,1:2,5,2.49,39.929,2.49,2276.02,2276.02,2.13,86.35,2108.46,91.549,2108.46,91.549,2.13,86.35,2086.89,90.400,2086.89,90.400
Average,1:2,10,5.06,66.031,5.06,4889.65,4889.65,4.68,92.62,4732.14,96.496,4732.14,96.496,4.68,92.62,4709.55,95.979,4709.55,95.979
Average,1:2,15,7.52,76.068,7.52,7327.60,7327.60,7.14,94.86,7171.49,97.752,7171.49,97.752,7.14,94.86,7150.60,97.469,7150.60,97.469
Average,1:2,25,12.57,85.063,12.57,12419.66,12419.66,12.21,97.08,12267.78,98.742,12267.78,98.742,12.21,97.08,12240.97,98.522,12240.97,98.522
Average,1:2,50,25.12,92.297,25.12,24951.70,24951.70,24.75,98.57,24796.31,99.377,24796.31,99.377,24.75,98.57,24763.01,99.239,24763.01,99.239
Average,1:2,100,50.05,96.068,50.05,49740.95,49740.95,49.67,99.23,49578.31,99.668,49578.31,99.668,49.67,99.23,49550.73,99.613,49550.73,99.613
Average,1:2,500,250.60,99.204,250.60,250326.22,250326.22,250.22,99.85,250167.18,99.936,250167.18,99.936,250.22,99.85,250131.16,99.921,250131.16,99.921
Average,1:2,1000,498.78,99.599,498.78,497490.11,497490.11,498.41,99.92,497341.28,99.970,497341.28,99.970,498.41,99.92,497312.73,99.964,497312.73,99.964
