stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,2,1.00,6.030,1.00,577910.64,577910.64,0.54,48.60,449404.29,52.633,449404.29,52.633,0.54,48.60,449404.29,52.633,449404.29,52.633
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,3,1.50,25.494,1.50,962891.03,962891.03,1.04,70.38,836164.13,79.177,836164.13,79.177,1.04,70.38,836164.13,79.177,836164.13,79.177
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,4,1.99,43.500,1.99,1338467.23,1338467.23,1.51,76.97,1208664.35,87.314,1208664.35,87.314,1.51,76.97,1208664.35,87.314,1208664.35,87.314
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,5,2.48,56.004,2.48,1721294.44,1721294.44,2.00,81.41,1597329.47,91.433,1597329.47,91.433,2.00,81.41,1597329.47,91.433,1597329.47,91.433
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,10,5.01,79.335,5.01,3748257.25,3748257.25,4.53,90.67,3635304.59,96.822,3635304.59,96.822,4.53,90.67,3635304.59,96.822,3635304.59,96.822
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,15,7.49,86.384,7.49,5718434.39,5718434.39,7.00,93.44,5603821.88,97.929,5603821.88,97.929,7.00,93.44,5603821.88,97.929,5603821.88,97.929
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,25,12.50,91.906,12.50,9721699.68,9721699.68,12.02,96.22,9614243.46,98.873,9614243.46,98.873,12.02,96.22,9614243.46,98.873,9614243.46,98.873
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,50,24.98,95.975,24.98,19716370.45,19716370.45,24.50,98.07,19609368.11,99.454,19609368.11,99.454,24.50,98.07,19609368.11,99.454,19609368.11,99.454
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,100,50.00,97.995,50.00,39783601.99,39783601.99,49.49,98.97,39672096.08,99.717,39672096.08,99.717,49.49,98.97,39672096.08,99.717,39672096.08,99.717
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,500,249.95,99.599,249.95,199683264.58,199683264.58,249.43,99.79,199573509.19,99.944,199573509.19,99.944,249.43,99.79,199573509.19,99.944,199573509.19,99.944
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,1000,500.02,99.799,500.02,399689019.41,399689019.41,499.53,99.90,399583239.40,99.973,399583239.40,99.973,499.53,99.90,399583239.40,99.973,399583239.40,99.973
