stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1:1:1:1:1,2,0.99,5.666,0.99,288387.94,288387.94,0.54,48.60,222289.94,51.953,222289.94,51.953,0.54,48.60,222289.94,51.953,222289.94,51.953
Average,1:1:1:1:1:1:1:1:1,3,1.48,24.712,1.48,472211.93,472211.93,1.01,68.78,405303.74,77.386,405303.74,77.386,1.01,68.78,405303.74,77.386,405303.74,77.386
Average,1:1:1:1:1:1:1:1:1,4,1.99,43.709,1.99,671391.27,671391.27,1.50,75.93,603270.09,86.803,603270.09,86.803,1.50,75.93,603270.09,86.803,603270.09,86.803
Average,1:1:1:1:1:1:1:1:1,5,2.50,56.242,2.50,880641.86,880641.86,2.03,82.13,816094.06,91.594,816094.06,91.594,2.03,82.13,816094.06,91.594,816094.06,91.594
Average,1:1:1:1:1:1:1:1:1,10,4.97,79.128,4.97,1858542.35,1858542.35,4.48,90.47,1797754.07,96.567,1797754.07,96.567,4.48,90.47,1797754.07,96.567,1797754.07,96.567
Average,1:1:1:1:1:1:1:1:1,15,7.48,86.348,7.48,2846596.83,2846596.83,6.98,93.37,2786570.81,97.828,2786570.81,97.828,6.98,93.37,2786570.81,97.828,2786570.81,97.828
Average,1:1:1:1:1:1:1:1:1,25,12.52,91.917,12.52,4871343.38,4871343.38,12.02,96.05,4812327.54,98.763,4812327.54,98.763,12.02,96.05,4812327.54,98.763,4812327.54,98.763
Average,1:1:1:1:1:1:1:1:1,50,25.01,95.978,25.01,9862532.62,9862532.62,24.51,98.02,9806873.31,99.430,9806873.31,99.430,24.51,98.02,9806873.31,99.430,9806873.31,99.430
Average,1:1:1:1:1:1:1:1:1,100,49.95,97.992,49.95,19837579.13,19837579.13,49.48,99.06,19784210.91,99.729,19784210.91,99.729,49.48,99.06,19784210.91,99.729,19784210.91,99.729
Average,1:1:1:1:1:1:1:1:1,500,250.07,99.599,250.07,99898915.10,99898915.10,249.57,99.80,99841772.55,99.942,99841772.55,99.942,249.57,99.80,99841772.55,99.942,99841772.55,99.942
Average,1:1:1:1:1:1:1:1:1,1000,500.21,99.800,500.21,199985565.63,199985565.63,499.71,99.90,199929484.03,99.971,199929484.03,99.971,499.71,99.90,199929484.03,99.971,199929484.03,99.971
