stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:2,2,0.93,2.474,0.93,405452.53,405452.53,0.58,54.37,355925.86,55.706,355925.86,55.706,0.58,54.37,355474.26,55.629,355474.26,55.629
Average,1:2:2,3,1.45,15.767,1.45,655063.86,655063.86,1.08,74.93,611556.33,81.188,611556.33,81.188,1.08,74.93,611509.55,81.163,611509.55,81.163
Average,1:2:2,4,1.97,29.586,1.97,833354.69,833354.69,1.59,82.02,791852.23,89.955,791852.23,89.955,1.59,82.02,791529.20,89.938,791529.20,89.938
Average,1:2:2,5,2.47,39.847,2.47,1088461.81,1088461.81,2.09,85.44,1051930.96,93.246,1051930.96,93.246,2.09,85.43,1052004.00,93.219,1052004.00,93.219
Average,1:2:2,10,4.93,65.406,4.93,2168249.35,2168249.35,4.56,92.76,2140490.66,97.599,2140490.66,97.599,4.56,92.76,2139893.90,97.583,2139893.90,97.583
Average,1:2:2,15,7.46,75.932,7.46,3338116.47,3338116.47,7.09,95.20,3310366.77,98.553,3310366.77,98.553,7.09,95.19,3310045.56,98.554,3310045.56,98.554
Average,1:2:2,25,12.44,84.955,12.44,5728392.38,5728392.38,12.07,97.06,5703071.52,99.157,5703071.52,99.157,12.07,97.05,5703130.82,99.160,5703130.82,99.160
Average,1:2:2,50,24.96,92.249,24.96,11316818.98,11316818.98,24.59,98.55,11291520.72,99.624,11291520.72,99.624,24.59,98.54,11291079.81,99.620,11291079.81,99.620
Average,1:2:2,100,49.89,96.058,49.90,22774135.59,22774135.59,49.52,99.25,22750033.53,99.807,22750033.53,99.807,49.52,99.25,22749902.09,99.806,22749902.09,99.806
Average,1:2:2,500,249.87,99.202,249.89,114584978.69,114584978.69,249.52,99.85,114559862.61,99.961,114559862.61,99.961,249.52,99.84,114559893.12,99.961,114559893.12,99.961
Average,1:2:2,1000,499.95,99.600,500.01,228885501.88,228885501.88,499.65,99.94,228863962.70,99.981,228863962.70,99.981,499.65,99.92,228863699.87,99.981,228863699.87,99.981
