stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,2:3,2,1.00,1.181,1.00,127650.30,127650.30,0.54,52.86,82345.14,50.485,82345.14,50.485,0.54,52.86,82154.34,50.398,82154.34,50.398
Average,2:3,3,1.50,16.747,1.50,200904.01,200904.01,1.02,72.03,154033.24,74.612,154033.24,74.612,1.02,72.03,153908.69,74.525,153908.69,74.525
Average,2:3,4,2.00,31.303,2.00,279810.02,279810.02,1.54,78.75,232468.18,81.753,232468.18,81.753,1.54,78.75,232337.41,81.608,232337.41,81.608
Average,2:3,5,2.50,41.290,2.50,355996.92,355996.92,2.04,82.77,307774.55,85.698,307774.55,85.698,2.04,82.77,307372.75,85.553,307372.75,85.553
Average,2:3,10,5.00,66.112,5.00,734104.39,734104.39,4.54,91.25,683760.28,93.005,683760.28,93.005,4.54,91.25,683528.93,92.967,683528.93,92.967
Average,2:3,15,7.51,76.231,7.51,1112463.26,1112463.26,7.06,94.07,1060598.67,95.267,1060598.67,95.267,7.06,94.07,1061330.10,95.327,1061330.10,95.327
Average,2:3,25,12.48,85.050,12.48,1853097.06,1853097.06,12.02,96.39,1799951.87,97.109,1799951.87,97.109,12.02,96.39,1800800.24,97.157,1800800.24,97.157
Average,2:3,50,25.00,92.279,25.00,3737535.80,3737535.80,24.55,98.20,3684931.90,98.588,3684931.90,98.588,24.55,98.20,3684866.77,98.585,3684866.77,98.585
Average,2:3,100,50.00,96.071,50.00,7488669.72,7488669.72,49.54,99.07,7435381.25,99.287,7435381.25,99.287,49.54,99.07,7435262.33,99.285,7435262.33,99.285
Average,2:3,500,249.88,99.202,249.88,37454465.20,37454465.20,249.43,99.81,37401744.88,99.859,37401744.88,99.859,249.43,99.81,37401652.57,99.858,37401652.57,99.858
Average,2:3,1000,499.99,99.600,499.99,75000148.12,75000148.12,499.52,99.90,74946742.41,99.928,74946742.41,99.928,499.52,99.90,74946782.57,99.928,74946782.57,99.928
