stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,3:2:1,2,0.99,0.676,0.99,306677.75,306677.75,0.37,36.22,141015.19,35.956,141015.19,35.956,0.37,36.22,133418.38,34.546,133418.38,34.546
Average,3:2:1,3,1.46,15.505,1.46,471086.30,471086.30,0.89,64.61,365784.76,72.723,365784.76,72.723,0.89,64.59,325806.90,67.422,325806.90,67.422
Average,3:2:1,4,1.97,30.984,1.97,647282.37,647282.37,1.38,71.45,531143.42,79.950,531143.42,79.950,1.38,71.45,493867.39,76.029,493867.39,76.029
Average,3:2:1,5,2.46,40.781,2.46,809034.59,809034.59,1.87,77.20,716608.19,85.227,716608.19,85.227,1.87,77.19,661577.58,81.512,661577.58,81.512
Average,3:2:1,10,4.96,65.976,4.96,1689775.65,1689775.65,4.37,88.43,1591117.96,93.212,1591117.96,93.212,4.37,88.43,1538117.94,91.091,1538117.94,91.091
Average,3:2:1,15,7.46,76.123,7.46,2561474.46,2561474.46,6.87,92.21,2468010.82,95.543,2468010.82,95.543,6.87,92.20,2410026.48,94.108,2410026.48,94.108
Average,3:2:1,25,12.42,85.007,12.42,4272661.51,4272661.51,11.83,95.28,4180590.01,97.288,4180590.01,97.288,11.83,95.28,4121179.08,96.427,4121179.08,96.427
Average,3:2:1,50,24.93,92.263,24.93,8590696.16,8590696.16,24.36,97.73,8507530.12,98.741,8507530.12,98.741,24.36,97.73,8433651.02,98.277,8433651.02,98.277
Average,3:2:1,100,49.88,96.062,49.88,17093556.43,17093556.43,49.31,98.86,17013318.46,99.374,17013318.46,99.374,49.31,98.85,16947624.06,99.148,16947624.06,99.148
Average,3:2:1,500,249.81,99.202,249.82,85767676.84,85767676.84,249.26,99.78,85683437.11,99.876,85683437.11,99.876,249.26,99.77,85618667.93,99.831,85618667.93,99.831
Average,3:2:1,1000,499.77,99.600,499.82,171502888.39,171502888.39,499.24,99.89,171416936.98,99.937,171416936.98,99.937,499.24,99.88,171343180.62,99.914,171343180.62,99.914
