stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,2:2:2,2,0.98,0.979,0.98,393040.23,393040.23,0.46,45.10,257673.15,44.933,257673.15,44.933,0.46,45.10,253314.77,44.592,253314.77,44.592
Average,2:2:2,3,1.48,16.388,1.48,634639.42,634639.42,0.98,69.58,521859.42,77.035,521859.42,77.035,0.98,69.58,503691.82,74.858,503691.82,74.858
Average,2:2:2,4,1.97,30.873,1.97,870534.88,870534.88,1.47,76.13,757234.39,84.127,757234.39,84.127,1.47,76.12,734590.61,82.072,734590.61,82.072
Average,2:2:2,5,2.48,41.126,2.49,1122887.17,1122887.17,1.98,80.67,1015614.98,87.833,1015614.98,87.833,1.98,80.66,988181.87,86.227,988181.87,86.227
Average,2:2:2,10,4.98,66.049,4.98,2202803.65,2202803.65,4.47,90.04,2099124.57,94.420,2099124.57,94.420,4.47,90.03,2067604.60,93.485,2067604.60,93.485
Average,2:2:2,15,7.46,76.109,7.46,3363830.89,3363830.89,6.97,93.54,3269697.88,96.437,3269697.88,96.437,6.97,93.54,3241637.44,95.816,3241637.44,95.816
Average,2:2:2,25,12.48,85.063,12.48,5714561.85,5714561.85,11.97,95.92,5618831.79,97.824,5618831.79,97.824,11.97,95.92,5583878.22,97.460,5583878.22,97.460
Average,2:2:2,50,24.92,92.255,24.92,11520564.36,11520564.36,24.41,97.99,11426932.01,98.957,11426932.01,98.957,24.41,97.99,11385892.63,98.765,11385892.63,98.765
Average,2:2:2,100,49.90,96.063,49.90,22803447.10,22803447.10,49.41,99.01,22713190.85,99.492,22713190.85,99.492,49.41,99.01,22679263.07,99.388,22679263.07,99.388
Average,2:2:2,500,249.81,99.202,249.83,114535039.57,114535039.57,249.34,99.81,114441187.79,99.897,114441187.79,99.897,249.34,99.80,114402727.42,99.876,114402727.42,99.876
Average,2:2:2,1000,499.96,99.600,500.02,228926201.37,228926201.37,499.54,99.91,228842923.22,99.948,228842923.22,99.948,499.54,99.90,228804105.47,99.939,228804105.47,99.939
