stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,2:2,2,0.98,1.737,0.98,81364.47,81364.47,0.49,46.78,49485.13,45.241,49485.13,45.241,0.49,46.78,49401.58,45.185,49401.58,45.185
Average,2:2,3,1.50,16.767,1.50,132646.82,132646.82,0.99,68.80,99539.98,71.497,99539.98,71.497,0.99,68.80,99541.04,71.553,99541.04,71.553
Average,2:2,4,1.99,30.924,1.99,184719.19,184719.19,1.50,76.38,150634.21,80.051,150634.21,80.051,1.50,76.38,150281.59,79.862,150281.59,79.862
Average,2:2,5,2.51,41.260,2.51,235597.35,235597.35,2.01,80.57,200795.28,84.175,200795.28,84.175,2.01,80.57,200708.69,84.129,200708.69,84.129
Average,2:2,10,5.00,66.027,5.00,488151.12,488151.12,4.50,90.17,452112.11,92.389,452112.11,92.389,4.50,90.17,452146.70,92.405,452146.70,92.405
Average,2:2,15,7.51,76.162,7.51,736093.50,736093.50,6.99,93.18,699109.01,94.868,699109.01,94.868,6.99,93.18,698819.17,94.840,698819.17,94.840
Average,2:2,25,12.49,85.045,12.49,1237057.69,1237057.69,11.99,96.03,1199776.97,96.952,1199776.97,96.952,11.99,96.03,1199753.82,96.952,1199753.82,96.952
Average,2:2,50,24.97,92.262,24.97,2480069.61,2480069.61,24.46,97.95,2442519.28,98.473,2442519.28,98.473,24.46,97.95,2442671.54,98.479,2442671.54,98.479
Average,2:2,100,50.04,96.073,50.04,4989049.98,4989049.98,49.53,98.98,4951451.63,99.244,4951451.63,99.244,49.53,98.98,4951160.92,99.238,4951160.92,99.238
Average,2:2,500,250.12,99.203,250.12,24997284.60,24997284.60,249.63,99.80,24959939.43,99.850,24959939.43,99.850,249.63,99.80,24960155.20,99.851,24960155.20,99.851
Average,2:2,1000,499.98,99.600,499.98,49984874.56,49984874.56,499.48,99.90,49947514.00,99.925,49947514.00,99.925,499.48,99.90,49947529.98,99.925,49947529.98,99.925
