stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1:1:1:1:1,2,0.90,3.727,0.90,695613.92,695613.92,0.43,40.18,570393.16,42.596,570393.16,42.596,0.44,40.39,570980.23,42.808,570980.23,42.808
Average,1:1:1:1:1:1:1:1:1,3,1.40,21.277,1.40,1107354.77,1107354.77,0.90,64.39,987036.96,72.860,987036.96,72.860,0.91,65.03,991316.73,73.563,991316.73,73.563
Average,1:1:1:1:1:1:1:1:1,4,1.88,40.002,1.88,1675883.08,1675883.08,1.38,74.12,1559328.56,85.695,1559328.56,85.695,1.39,74.88,1581238.42,86.579,1581238.42,86.579
Average,1:1:1:1:1:1:1:1:1,5,2.39,53.638,2.39,2107116.75,2107116.75,1.88,79.58,1990512.87,91.248,1990512.87,91.248,1.89,80.33,2016663.52,92.097,2016663.52,92.097
Average,1:1:1:1:1:1:1:1:1,10,4.88,78.652,4.88,4441053.37,4441053.37,4.37,89.78,4331912.42,97.057,4331912.42,97.057,4.39,90.23,4377814.01,97.508,4377814.01,97.508
Average,1:1:1:1:1:1:1:1:1,15,7.40,86.151,7.40,6715292.60,6715292.60,6.86,92.88,6599130.10,98.091,6599130.10,98.091,6.90,93.36,6657144.35,98.563,6657144.35,98.563
Average,1:1:1:1:1:1:1:1:1,25,12.39,91.828,12.39,11224346.62,11224346.62,11.85,95.62,11090789.07,98.844,11090789.07,98.844,11.89,96.00,11175663.06,99.206,11175663.06,99.206
Average,1:1:1:1:1:1:1:1:1,50,24.80,95.942,24.80,22780614.27,22780614.27,24.21,97.61,22573914.59,99.250,22573914.59,99.250,24.31,98.02,22737684.46,99.632,22737684.46,99.632
Average,1:1:1:1:1:1:1:1:1,100,49.77,97.984,49.77,46233345.84,46233345.84,49.11,98.68,45902001.29,99.505,45902001.29,99.505,49.29,99.04,46191126.92,99.832,46191126.92,99.832
Average,1:1:1:1:1:1:1:1:1,500,249.65,99.599,249.65,228202264.01,228202264.01,248.44,99.51,227339389.78,99.728,227339389.78,99.728,249.15,99.79,228157503.13,99.966,228157503.13,99.966
Average,1:1:1:1:1:1:1:1:1,1000,499.45,99.799,499.46,457142987.45,457142987.45,497.74,99.65,455718642.10,99.780,455718642.10,99.780,498.95,99.89,457099038.36,99.983,457099038.36,99.983
