stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:8,2,0.96,1.858,0.96,812304.44,812304.44,0.69,66.81,666001.95,63.592,666001.95,63.592,0.69,67.18,740101.58,66.893,740101.58,66.893
Average,1:8,3,1.47,16.207,1.47,1313615.83,1313615.83,1.18,81.26,1135822.26,80.238,1135822.26,80.238,1.18,81.90,1241071.88,86.177,1241071.88,86.177
Average,1:8,4,1.99,30.359,1.99,1684349.91,1684349.91,1.70,86.95,1502523.50,86.958,1502523.50,86.958,1.71,87.51,1620779.27,92.861,1620779.27,92.861
Average,1:8,5,2.47,40.392,2.47,2281591.62,2281591.62,2.19,89.21,2063725.89,89.440,2063725.89,89.440,2.20,89.69,2224313.80,94.888,2224313.80,94.888
Average,1:8,10,5.00,66.020,5.01,4582727.88,4582727.88,4.70,94.17,4351868.27,94.863,4351868.27,94.863,4.74,94.82,4535770.99,98.001,4535770.99,98.001
Average,1:8,15,7.50,76.093,7.50,6770144.34,6770144.34,7.18,95.85,6506284.50,96.253,6506284.50,96.253,7.22,96.32,6719196.13,98.703,6719196.13,98.703
Average,1:8,25,12.49,85.028,12.49,11461964.10,11461964.10,12.18,97.47,11189204.47,97.753,11189204.47,97.753,12.22,97.82,11417647.14,99.296,11417647.14,99.296
Average,1:8,50,24.98,92.262,24.98,23024999.38,23024999.38,24.61,98.53,22687052.68,98.735,22687052.68,98.735,24.71,98.90,22978817.31,99.649,22978817.31,99.649
Average,1:8,100,50.08,96.074,50.08,45777812.10,45777812.10,49.67,99.18,45470516.97,99.292,45470516.97,99.292,49.83,99.49,45736604.94,99.839,45736604.94,99.839
Average,1:8,500,249.95,99.202,250.00,229619820.73,229619820.73,249.24,99.71,229159773.62,99.803,229159773.62,99.803,249.77,99.91,229578622.69,99.966,229578622.69,99.966
Average,1:8,1000,499.98,99.600,500.13,458101727.67,458101727.67,499.03,99.80,457476272.45,99.879,457476272.45,99.879,499.94,99.96,458061064.87,99.982,458061064.87,99.982
