stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,2,1.00,5.984,1.00,5789.82,5789.82,0.56,50.01,4571.25,53.933,4571.25,53.933,0.56,50.01,4571.25,53.933,4571.25,53.933
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,3,1.48,24.530,1.48,9511.98,9511.98,1.02,69.86,8220.56,78.194,8220.56,78.194,1.02,69.86,8220.56,78.194,8220.56,78.194
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,4,2.00,43.835,2.00,13410.55,13410.55,1.51,76.71,12126.55,87.575,12126.55,87.575,1.51,76.71,12126.55,87.575,12126.55,87.575
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,5,2.50,56.462,2.50,17310.90,17310.90,2.00,81.01,16021.09,91.425,16021.09,91.425,2.00,81.01,16021.09,91.425,16021.09,91.425
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,10,4.99,79.292,4.99,37125.14,37125.14,4.51,90.59,35996.01,96.812,35996.01,96.812,4.51,90.59,35996.01,96.812,35996.01,96.812
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,15,7.49,86.381,7.49,57150.48,57150.48,7.01,93.60,56033.87,97.990,56033.87,97.990,7.01,93.60,56033.87,97.990,56033.87,97.990
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,25,12.48,91.889,12.48,96973.25,96973.25,11.99,96.15,95927.50,98.899,95927.50,98.899,11.99,96.15,95927.50,98.899,95927.50,98.899
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,50,24.95,95.970,24.95,196284.35,196284.35,24.46,98.01,195194.26,99.439,195194.26,99.439,24.46,98.01,195194.26,99.439,195194.26,99.439
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,100,50.00,97.994,50.00,396999.06,396999.06,49.50,99.01,395932.25,99.730,395932.25,99.730,49.50,99.01,395932.25,99.730,395932.25,99.730
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,500,249.94,99.599,249.94,1994631.65,1994631.65,249.43,99.79,1993555.76,99.946,1993555.76,99.946,249.43,99.79,1993555.76,99.946,1993555.76,99.946
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,1000,499.83,99.799,499.83,3991599.69,3991599.69,499.33,99.90,3990534.89,99.973,3990534.89,99.973,499.33,99.90,3990534.89,99.973,3990534.89,99.973
