stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:16,2,1.00,2.343,1.00,6696.07,6696.07,0.72,68.90,5618.37,67.101,5618.37,67.101,0.72,68.90,5749.76,68.352,5749.76,68.352
Average,1:16,3,1.47,16.171,1.47,10746.41,10746.41,1.20,83.24,9237.00,81.556,9237.00,81.556,1.20,83.24,9671.37,85.761,9671.37,85.761
Average,1:16,4,1.99,30.804,1.99,14738.58,14738.58,1.72,87.51,13247.85,88.089,13247.85,88.089,1.72,87.51,13679.80,91.446,13679.80,91.446
Average,1:16,5,2.48,40.688,2.48,18731.60,18731.60,2.20,89.77,17131.16,90.515,17131.16,90.515,2.20,89.77,17660.02,93.659,17660.02,93.659
Average,1:16,10,5.01,66.016,5.01,38799.94,38799.94,4.74,94.83,37012.08,95.108,37012.08,95.108,4.74,94.83,37732.96,97.121,37732.96,97.121
Average,1:16,15,7.51,76.162,7.51,58922.26,58922.26,7.24,96.52,57137.56,96.871,57137.56,96.871,7.24,96.52,57859.39,98.147,57859.39,98.147
Average,1:16,25,12.50,85.041,12.50,98895.31,98895.31,12.23,97.88,96924.78,97.958,96924.78,97.958,12.23,97.88,97806.40,98.879,97806.40,98.879
Average,1:16,50,24.97,92.259,24.97,198550.93,198550.93,24.69,98.91,196614.20,99.012,196614.20,99.012,24.69,98.91,197469.06,99.450,197469.06,99.450
Average,1:16,100,49.94,96.064,49.94,398086.66,398086.66,49.68,99.47,396038.02,99.482,396038.02,99.482,49.68,99.47,397028.14,99.733,397028.14,99.733
Average,1:16,500,249.99,99.202,249.99,1997501.45,1997501.45,249.72,99.89,1995546.55,99.902,1995546.55,99.902,249.72,99.89,1996446.80,99.947,1996446.80,99.947
Average,1:16,1000,500.32,99.600,500.32,3998893.38,3998893.38,500.06,99.94,3996950.55,99.951,3996950.55,99.951,500.06,99.94,3997851.50,99.973,3997851.50,99.973
