stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,2:2:2,2,0.99,0.979,0.99,1605.52,1605.52,0.50,48.98,1003.68,47.715,1003.68,47.715,0.50,48.98,1002.16,47.692,1002.16,47.692
Average,2:2:2,3,1.49,16.595,1.49,2609.72,2609.72,1.00,70.88,1986.58,74.134,1986.58,74.134,1.00,70.88,2011.33,75.099,2011.33,75.099
Average,2:2:2,4,1.99,31.277,1.99,3600.93,3600.93,1.49,76.25,2954.10,80.668,2954.10,80.668,1.49,76.25,2969.20,81.188,2969.20,81.188
Average,2:2:2,5,2.49,41.291,2.49,4634.50,4634.50,2.00,81.43,3984.40,85.304,3984.40,85.304,2.00,81.43,4012.02,85.908,4012.02,85.908
Average,2:2:2,10,5.00,66.197,5.00,9659.10,9659.10,4.49,90.04,8962.70,92.599,8962.70,92.599,4.49,90.04,8982.77,92.828,8982.77,92.828
Average,2:2:2,15,7.49,76.190,7.49,14670.75,14670.75,6.98,93.30,13968.41,95.146,13968.41,95.146,6.98,93.30,13994.01,95.316,13994.01,95.316
Average,2:2:2,25,12.46,85.047,12.46,24561.46,24561.46,11.97,96.10,23875.66,97.186,23875.66,97.186,11.97,96.10,23904.72,97.304,23904.72,97.304
Average,2:2:2,50,24.99,92.278,24.99,49591.86,49591.86,24.49,98.01,48880.28,98.561,48880.28,98.561,24.49,98.01,48921.85,98.644,48921.85,98.644
Average,2:2:2,100,50.07,96.076,50.07,99801.61,99801.61,49.56,98.99,99074.94,99.270,99074.94,99.270,49.56,98.99,99113.10,99.309,99113.10,99.309
Average,2:2:2,500,249.91,99.202,249.91,498815.25,498815.25,249.41,99.80,498114.83,99.859,498114.83,99.859,249.41,99.80,498139.60,99.864,498139.60,99.864
Average,2:2:2,1000,499.72,99.600,499.72,998388.66,998388.66,499.21,99.89,997671.32,99.928,997671.32,99.928,499.21,99.89,997692.02,99.930,997692.02,99.930
