stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:3,2,1.00,3.242,1.00,1987.56,1987.56,0.63,58.59,1561.06,58.923,1561.06,58.923,0.63,58.59,1584.24,59.700,1584.24,59.700
Average,1:2:3,3,1.50,17.207,1.50,3251.29,3251.29,1.13,76.50,2769.31,79.371,2769.31,79.371,1.13,76.50,2842.76,81.624,2842.76,81.624
Average,1:2:3,4,1.98,29.933,1.98,4482.50,4482.50,1.63,83.71,4012.33,87.211,4012.33,87.211,1.63,83.71,4105.06,89.521,4105.06,89.521
Average,1:2:3,5,2.50,40.605,2.50,5719.80,5719.80,2.13,86.16,5228.53,90.367,5228.53,90.367,2.13,86.16,5321.13,92.149,5321.13,92.149
Average,1:2:3,10,4.98,65.737,4.98,11971.62,11971.62,4.62,93.03,11457.32,95.448,11457.32,95.448,4.62,93.03,11592.76,96.676,11592.76,96.676
Average,1:2:3,15,7.51,76.100,7.51,18327.17,18327.17,7.16,95.38,17800.51,97.018,17800.51,97.018,7.16,95.38,17941.19,97.831,17941.19,97.831
Average,1:2:3,25,12.50,85.032,12.50,30729.16,30729.16,12.14,97.15,30174.80,98.159,30174.80,98.159,12.14,97.15,30339.53,98.714,30339.53,98.714
Average,1:2:3,50,25.03,92.272,25.03,61917.06,61917.06,24.66,98.55,61375.80,99.114,61375.80,99.114,24.66,98.55,61531.12,99.369,61531.12,99.369
Average,1:2:3,100,49.95,96.063,49.95,124126.50,124126.50,49.60,99.30,123574.71,99.552,123574.71,99.552,49.60,99.30,123745.37,99.692,123745.37,99.692
Average,1:2:3,500,250.02,99.202,250.02,623871.68,623871.68,249.67,99.86,623341.96,99.915,623341.96,99.915,249.67,99.86,623500.06,99.940,623500.06,99.940
Average,1:2:3,1000,499.98,99.600,499.98,1248500.79,1248500.79,499.64,99.93,1247953.48,99.956,1247953.48,99.956,499.64,99.93,1248128.92,99.970,1248128.92,99.970
