stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,4:2:6,2,0.99,0.080,0.99,853254.55,853254.55,0.46,46.24,416990.09,42.272,416990.09,42.272,0.46,46.69,444041.84,43.781,444041.84,43.781
Average,4:2:6,3,1.47,15.909,1.47,1272858.37,1272858.37,0.97,72.90,928504.57,73.060,928504.57,73.060,0.98,73.34,937974.07,73.987,937974.07,73.987
Average,4:2:6,4,1.98,32.237,1.98,1717153.83,1717153.83,1.47,74.84,1348956.95,77.714,1348956.95,77.714,1.47,75.13,1348055.58,77.518,1348055.58,77.518
Average,4:2:6,5,2.48,41.346,2.48,2249546.54,2249546.54,1.97,81.53,1880980.75,83.414,1880980.75,83.414,1.97,81.83,1882711.69,83.630,1882711.69,83.630
Average,4:2:6,10,4.98,66.298,4.98,4527577.71,4527577.71,4.48,90.22,4144563.67,91.508,4144563.67,91.508,4.49,90.47,4179546.77,91.739,4179546.77,91.739
Average,4:2:6,15,7.47,76.253,7.47,6796974.60,6796974.60,6.95,93.26,6400454.15,94.163,6400454.15,94.163,6.98,93.55,6419374.08,94.513,6419374.08,94.513
Average,4:2:6,25,12.47,85.102,12.47,11371465.91,11371465.91,11.93,95.69,10977540.16,96.403,10977540.16,96.403,11.96,95.96,11012090.74,96.656,11012090.74,96.656
Average,4:2:6,50,24.98,92.290,24.98,22831608.11,22831608.11,24.41,97.71,22379859.64,98.076,22379859.64,98.076,24.48,97.99,22457808.35,98.326,22457808.35,98.326
Average,4:2:6,100,49.96,96.071,49.96,45809597.88,45809597.88,49.34,98.76,45301316.97,98.969,45301316.97,98.969,49.45,98.99,45436714.83,99.165,45436714.83,99.165
Average,4:2:6,500,249.98,99.202,249.98,228923692.46,228923692.46,249.09,99.64,228142510.22,99.711,228142510.22,99.711,249.49,99.80,228545465.58,99.833,228545465.58,99.833
Average,4:2:6,1000,499.81,99.600,499.84,458443218.91,458443218.91,498.68,99.77,457311678.28,99.816,457311678.28,99.816,499.35,99.90,458057125.38,99.917,458057125.38,99.917
