stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:8,2,0.99,2.484,0.99,3319.91,3319.91,0.69,66.15,2739.03,64.657,2739.03,64.657,0.69,66.15,2800.30,65.779,2800.30,65.779
Average,1:8,3,1.49,16.732,1.49,5362.81,5362.81,1.18,81.29,4575.53,80.881,4575.53,80.881,1.18,81.29,4762.11,84.397,4762.11,84.397
Average,1:8,4,2.01,31.036,2.01,7427.34,7427.34,1.71,86.25,6677.38,87.921,6677.38,87.921,1.71,86.25,6864.73,90.859,6864.73,90.859
Average,1:8,5,2.49,40.513,2.49,9280.94,9280.94,2.19,88.82,8440.90,89.772,8440.90,89.772,2.19,88.82,8698.99,92.862,8698.99,92.862
Average,1:8,10,4.97,65.742,4.97,19387.70,19387.70,4.68,94.45,18494.33,95.125,18494.33,95.125,4.68,94.45,18811.58,96.901,18811.58,96.901
Average,1:8,15,7.48,76.047,7.48,29272.34,29272.34,7.20,96.33,28360.05,96.759,28360.05,96.759,7.20,96.33,28716.32,98.044,28716.32,98.044
Average,1:8,25,12.52,85.057,12.52,49603.43,49603.43,12.24,97.80,48669.96,98.077,48669.96,98.077,12.24,97.80,49049.08,98.860,49049.08,98.860
Average,1:8,50,24.98,92.264,24.98,99503.77,99503.77,24.71,98.93,98538.60,99.018,98538.60,99.018,24.71,98.93,98956.08,99.444,98956.08,99.444
Average,1:8,100,49.96,96.064,49.96,199002.39,199002.39,49.67,99.42,198006.59,99.496,198006.59,99.496,49.67,99.42,198424.65,99.707,198424.65,99.707
Average,1:8,500,249.96,99.202,249.96,998389.00,998389.00,249.68,99.88,997402.35,99.901,997402.35,99.901,249.68,99.88,997820.01,99.942,997820.01,99.942
Average,1:8,1000,500.12,99.600,500.12,1998765.95,1998765.95,499.82,99.94,1997770.30,99.950,1997770.30,99.950,499.82,99.94,1998180.90,99.970,1998180.90,99.970
