stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1,2,0.92,4.469,0.92,351153.84,351153.84,0.44,39.92,271684.42,42.347,271684.42,42.347,0.44,39.95,271714.97,42.395,271714.97,42.395
Average,1:1:1:1:1,3,1.41,21.989,1.41,575410.59,575410.59,0.93,65.30,503744.22,73.793,503744.22,73.793,0.93,65.64,511062.58,74.152,511062.58,74.152
Average,1:1:1:1:1,4,1.92,41.098,1.92,845133.60,845133.60,1.43,74.91,794283.44,86.056,794283.44,86.056,1.44,75.40,795040.50,86.594,795040.50,86.594
Average,1:1:1:1:1,5,2.40,53.592,2.40,1051726.92,1051726.92,1.90,79.76,1002494.27,90.757,1002494.27,90.757,1.91,80.10,1004806.29,91.115,1004806.29,91.115
Average,1:1:1:1:1,10,4.91,78.763,4.91,2262500.74,2262500.74,4.42,90.12,2221858.08,97.060,2221858.08,97.060,4.43,90.33,2225410.52,97.270,2225410.52,97.270
Average,1:1:1:1:1,15,7.40,86.134,7.40,3186388.09,3186388.09,6.88,93.00,3145207.44,98.125,3145207.44,98.125,6.89,93.23,3154753.42,98.356,3154753.42,98.356
Average,1:1:1:1:1,25,12.37,91.804,12.37,5538605.60,5538605.60,11.84,95.72,5489305.26,98.911,5489305.26,98.911,11.87,95.93,5509200.76,99.098,5509200.76,99.098
Average,1:1:1:1:1,50,24.87,95.952,24.87,11499685.31,11499685.31,24.33,97.82,11425976.26,99.426,11425976.26,99.426,24.38,98.03,11474146.68,99.604,11474146.68,99.604
Average,1:1:1:1:1,100,49.84,97.987,49.84,22974833.97,22974833.97,49.23,98.77,22870819.32,99.626,22870819.32,99.626,49.35,99.00,22949961.10,99.811,22949961.10,99.811
Average,1:1:1:1:1,500,249.80,99.599,249.81,114680209.15,114680209.15,248.85,99.62,114352527.87,99.823,114352527.87,99.823,249.31,99.79,114655987.63,99.962,114655987.63,99.962
Average,1:1:1:1:1,1000,499.54,99.799,499.57,228856189.04,228856189.04,498.19,99.72,228294186.70,99.851,228294186.70,99.851,499.06,99.89,228832184.66,99.981,228832184.66,99.981
