stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2,2,0.96,3.535,0.96,197497.34,197497.34,0.58,53.66,156634.44,53.280,156634.44,53.280,0.59,53.78,165400.05,55.043,165400.05,55.043
Average,1:2,3,1.48,16.530,1.48,313383.38,313383.38,1.11,74.68,276146.85,76.717,276146.85,76.717,1.11,74.80,289929.32,79.933,289929.32,79.933
Average,1:2,4,1.98,29.591,1.98,428032.20,428032.20,1.60,81.73,385177.47,85.701,385177.47,85.701,1.61,82.01,406685.12,89.029,406685.12,89.029
Average,1:2,5,2.48,39.847,2.48,566001.08,566001.08,2.10,85.67,528281.50,90.065,528281.50,90.065,2.10,85.76,546591.52,92.691,546591.52,92.691
Average,1:2,10,5.00,65.682,5.00,1119624.52,1119624.52,4.61,92.41,1080525.51,95.432,1080525.51,95.432,4.62,92.49,1102181.24,97.038,1102181.24,97.038
Average,1:2,15,7.48,75.938,7.48,1692639.41,1692639.41,7.10,95.04,1644326.39,97.099,1644326.39,97.099,7.11,95.19,1676840.29,98.258,1676840.29,98.258
Average,1:2,25,12.48,84.967,12.48,2806287.23,2806287.23,12.08,96.84,2761167.63,98.282,2761167.63,98.282,12.10,96.98,2791353.21,99.016,2791353.21,99.016
Average,1:2,50,24.95,92.240,24.96,5724425.77,5724425.77,24.56,98.43,5684443.65,99.127,5684443.65,99.127,24.60,98.58,5709657.19,99.541,5709657.19,99.541
Average,1:2,100,50.03,96.066,50.05,11460668.82,11460668.82,49.60,99.14,11407808.03,99.547,11407808.03,99.547,49.68,99.27,11444818.09,99.766,11444818.09,99.766
Average,1:2,500,249.96,99.202,250.05,57180135.52,57180135.52,249.34,99.75,57104636.84,99.881,57104636.84,99.881,249.72,99.86,57166793.47,99.956,57166793.47,99.956
Average,1:2,1000,500.00,99.600,500.24,114427580.16,114427580.16,499.18,99.83,114318052.41,99.926,114318052.41,99.926,499.91,99.93,114414254.99,99.977,114414254.99,99.977
