stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,3:3,2,0.99,0.565,0.99,307243.19,307243.19,0.50,49.57,174681.09,44.954,174681.09,44.954,0.50,49.78,184210.37,47.107,184210.37,47.107
Average,3:3,3,1.49,16.525,1.49,489759.78,489759.78,0.99,70.85,366413.43,72.248,366413.43,72.248,0.99,71.13,365782.88,72.958,365782.88,72.958
Average,3:3,4,1.98,31.439,1.98,670561.57,670561.57,1.47,75.35,540048.01,78.604,540048.01,78.604,1.47,75.58,552164.64,79.087,552164.64,79.087
Average,3:3,5,2.51,41.688,2.51,851929.17,851929.17,2.01,81.60,722219.72,83.884,722219.72,83.884,2.02,81.86,727204.22,84.556,727204.22,84.556
Average,3:3,10,5.01,66.304,5.01,1723818.10,1723818.10,4.50,90.04,1584172.74,91.868,1584172.74,91.868,4.51,90.26,1592337.12,92.181,1592337.12,92.181
Average,3:3,15,7.48,76.210,7.48,2563700.12,2563700.12,6.97,93.28,2432587.46,94.592,2432587.46,94.592,6.99,93.52,2441947.69,94.852,2441947.69,94.852
Average,3:3,25,12.49,85.086,12.49,4255592.61,4255592.61,11.98,95.97,4110151.66,96.710,4110151.66,96.710,12.01,96.19,4132972.34,96.957,4132972.34,96.957
Average,3:3,50,25.00,92.285,25.00,8586268.56,8586268.56,24.45,97.81,8445516.73,98.310,8445516.73,98.310,24.50,98.00,8457855.37,98.436,8457855.37,98.436
Average,3:3,100,49.98,96.070,49.98,17107497.10,17107497.10,49.42,98.89,16962846.62,99.143,16962846.62,99.143,49.51,99.05,16987104.21,99.241,16987104.21,99.241
Average,3:3,500,249.87,99.202,249.92,85712186.63,85712186.63,249.11,99.69,85534669.93,99.792,85534669.93,99.792,249.49,99.82,85590716.67,99.847,85590716.67,99.847
Average,3:3,1000,499.90,99.600,500.07,171988965.64,171988965.64,498.92,99.80,171762036.89,99.880,171762036.89,99.880,499.65,99.91,171864209.89,99.923,171864209.89,99.923
