stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1,2,0.99,6.666,0.99,750.74,750.74,0.52,45.54,527.25,48.339,527.25,48.339,0.52,45.54,527.25,48.339,527.25,48.339
Average,1:1:1,3,1.50,25.681,1.50,1244.72,1244.72,1.02,66.63,1034.05,73.595,1034.05,73.595,1.02,66.63,1034.05,73.595,1034.05,73.595
Average,1:1:1,4,1.99,42.696,1.99,1731.43,1731.43,1.51,76.13,1513.75,84.151,1513.75,84.151,1.51,76.13,1513.75,84.151,1513.75,84.151
Average,1:1:1,5,2.50,55.208,2.50,2203.36,2203.36,2.00,80.69,1992.29,88.727,1992.29,88.727,2.00,80.69,1992.29,88.727,1992.29,88.727
Average,1:1:1,10,5.01,79.106,5.01,4737.48,4737.48,4.52,90.35,4543.11,95.676,4543.11,95.676,4.52,90.35,4543.11,95.676,4543.11,95.676
Average,1:1:1,15,7.51,86.288,7.51,7208.98,7208.98,7.00,93.32,7011.82,97.162,7011.82,97.162,7.00,93.32,7011.82,97.162,7011.82,97.162
Average,1:1:1,25,12.52,91.892,12.52,12204.25,12204.25,12.02,96.04,12011.56,98.387,12011.56,98.387,12.02,96.04,12011.56,98.387,12011.56,98.387
Average,1:1:1,50,24.99,95.967,24.99,24635.47,24635.47,24.48,97.97,24440.89,99.205,24440.89,99.205,24.48,97.97,24440.89,99.205,24440.89,99.205
Average,1:1:1,100,50.07,97.995,50.07,49772.06,49772.06,49.57,99.00,49579.63,99.611,49579.63,99.611,49.57,99.00,49579.63,99.611,49579.63,99.611
Average,1:1:1,500,249.90,99.599,249.90,249401.41,249401.41,249.39,99.79,249211.39,99.923,249211.39,99.923,249.39,99.79,249211.39,99.923,249211.39,99.923
Average,1:1:1,1000,499.75,99.799,499.75,499031.66,499031.66,499.25,99.89,498843.58,99.962,498843.58,99.962,499.25,99.89,498843.58,99.962,498843.58,99.962
