stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:2,2,1.01,3.606,1.01,1563.57,1563.57,0.61,56.50,1216.09,57.695,1216.09,57.695,0.61,56.50,1223.59,58.055,1223.59,58.055
Average,1:2:2,3,1.49,16.808,1.49,2569.54,2569.54,1.11,75.57,2202.19,79.172,2202.19,79.172,1.11,75.57,2241.86,80.745,2241.86,80.745
Average,1:2:2,4,2.00,30.345,2.00,3546.53,3546.53,1.60,81.52,3156.72,86.708,3156.72,86.708,1.60,81.52,3208.37,88.260,3208.37,88.260
Average,1:2:2,5,2.50,40.448,2.50,4558.00,4558.00,2.11,85.27,4165.49,90.130,4165.49,90.130,2.11,85.27,4230.70,91.731,4230.70,91.731
Average,1:2:2,10,4.98,65.741,4.98,9532.26,9532.26,4.61,92.70,9127.40,95.500,9127.40,95.500,4.61,92.70,9213.78,96.473,9213.78,96.473
Average,1:2:2,15,7.48,76.008,7.48,14512.01,14512.01,7.10,94.95,14110.97,97.140,14110.97,97.140,7.10,94.95,14194.49,97.741,14194.49,97.741
Average,1:2:2,25,12.47,84.993,12.47,24454.78,24454.78,12.11,97.15,24057.71,98.340,24057.71,98.340,12.11,97.15,24149.87,98.733,24149.87,98.733
Average,1:2:2,50,24.99,92.262,24.99,49393.46,49393.46,24.62,98.53,48994.11,99.181,48994.11,99.181,24.62,98.53,49086.98,99.373,49086.98,99.373
Average,1:2:2,100,49.98,96.065,49.98,99404.98,99404.98,49.60,99.24,98982.36,99.573,98982.36,99.573,49.60,99.24,99088.61,99.680,99088.61,99.680
Average,1:2:2,500,249.90,99.202,249.90,499190.19,499190.19,249.52,99.84,498781.10,99.917,498781.10,99.917,249.52,99.84,498879.70,99.937,498879.70,99.937
Average,1:2:2,1000,500.15,99.600,500.15,998856.77,998856.77,499.77,99.92,998448.10,99.959,998448.10,99.959,499.77,99.92,998541.60,99.968,998541.60,99.968
