stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,2:3,2,1.00,1.262,1.00,1258.70,1258.70,0.54,52.62,810.80,50.157,810.80,50.157,0.54,52.62,813.20,50.234,813.20,50.234
Average,2:3,3,1.51,17.121,1.51,2021.65,2021.65,1.03,71.58,1535.53,73.461,1535.53,73.461,1.03,71.58,1548.80,74.153,1548.80,74.153
Average,2:3,4,2.00,31.494,2.00,2798.84,2798.84,1.54,78.18,2309.60,80.940,2309.60,80.940,1.54,78.18,2326.30,81.606,2326.30,81.606
Average,2:3,5,2.49,41.072,2.49,3532.94,3532.94,2.03,82.84,3034.47,85.152,3034.47,85.152,2.03,82.84,3053.32,85.605,3053.32,85.605
Average,2:3,10,4.98,65.998,4.98,7290.63,7290.63,4.51,90.87,6751.76,92.416,6751.76,92.416,4.51,90.87,6780.35,92.809,6780.35,92.809
Average,2:3,15,7.48,76.157,7.48,11071.29,11071.29,7.03,93.98,10529.58,95.031,10529.58,95.031,7.03,93.98,10551.38,95.231,10551.38,95.231
Average,2:3,25,12.50,85.082,12.50,18592.09,18592.09,12.05,96.42,18049.50,97.050,18049.50,97.050,12.05,96.42,18077.76,97.205,18077.76,97.205
Average,2:3,50,24.97,92.268,24.97,37304.19,37304.19,24.53,98.23,36766.22,98.553,36766.22,98.553,24.53,98.23,36793.00,98.624,36793.00,98.624
Average,2:3,100,49.95,96.067,49.95,74716.36,74716.36,49.50,99.09,74170.47,99.267,74170.47,99.267,49.50,99.09,74194.59,99.299,74194.59,99.299
Average,2:3,500,249.72,99.201,249.72,374204.94,374204.94,249.26,99.81,373643.15,99.849,373643.15,99.849,249.26,99.81,373673.04,99.857,373673.04,99.857
Average,2:3,1000,499.92,99.600,499.92,749201.46,749201.46,499.48,99.91,748651.41,99.926,748651.41,99.926,499.48,99.91,748683.29,99.930,748683.29,99.930
