stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,2:2,2,1.00,1.797,1.00,205364.17,205364.17,0.51,48.54,122709.50,46.008,122709.50,46.008,0.51,48.69,132581.16,47.887,132581.16,47.887
Average,2:2,3,1.51,17.146,1.51,341137.58,341137.58,1.00,68.36,264157.98,71.587,264157.98,71.587,1.00,68.41,267378.45,72.585,267378.45,72.585
Average,2:2,4,1.99,30.997,1.99,438406.34,438406.34,1.49,76.05,367745.26,80.908,367745.26,80.908,1.49,76.26,369501.33,81.528,369501.33,81.528
Average,2:2,5,2.49,41.076,2.49,548042.89,548042.89,1.99,80.68,467870.33,85.068,467870.33,85.068,2.00,80.86,473842.38,85.715,473842.38,85.715
Average,2:2,10,4.99,65.942,4.99,1127667.73,1127667.73,4.48,89.99,1058499.99,93.114,1058499.99,93.114,4.49,90.12,1060250.96,93.172,1060250.96,93.172
Average,2:2,15,7.52,76.226,7.52,1695619.95,1695619.95,7.00,93.22,1618618.84,95.234,1618618.84,95.234,7.02,93.36,1629913.48,95.561,1629913.48,95.561
Average,2:2,25,12.50,85.063,12.51,2823607.91,2823607.91,12.00,95.97,2750937.41,97.189,2750937.41,97.189,12.02,96.11,2757663.05,97.366,2757663.05,97.366
Average,2:2,50,24.99,92.269,25.00,5740694.62,5740694.62,24.47,97.91,5663046.18,98.599,5663046.18,98.599,24.51,98.05,5672469.75,98.716,5672469.75,98.716
Average,2:2,100,49.95,96.065,49.96,11493456.67,11493456.67,49.39,98.89,11412782.55,99.254,11412782.55,99.254,49.47,99.03,11423797.35,99.346,11423797.35,99.346
Average,2:2,500,249.73,99.201,249.80,56974518.50,56974518.50,248.99,99.70,56873803.49,99.826,56873803.49,99.826,249.35,99.82,56910948.22,99.869,56910948.22,99.869
Average,2:2,1000,499.65,99.600,499.86,114548854.38,114548854.38,498.75,99.81,114409040.13,99.898,114409040.13,99.898,499.44,99.91,114486032.80,99.936,114486032.80,99.936
