stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:3:4,2,0.94,2.060,0.94,901156.64,901156.64,0.62,59.45,768298.65,58.358,768298.65,58.358,0.62,59.72,808675.46,60.339,808675.46,60.339
Average,1:2:3:4,3,1.45,15.727,1.45,1469076.63,1469076.63,1.10,77.01,1292186.10,78.700,1292186.10,78.700,1.11,77.67,1382320.29,83.568,1382320.29,83.568
Average,1:2:3:4,4,1.95,29.444,1.95,1860831.24,1860831.24,1.62,84.33,1667387.41,87.542,1667387.41,87.542,1.63,84.79,1795414.09,92.142,1795414.09,92.142
Average,1:2:3:4,5,2.46,39.790,2.46,2357440.54,2357440.54,2.12,87.44,2155033.54,90.282,2155033.54,90.282,2.13,87.86,2288709.14,94.599,2288709.14,94.599
Average,1:2:3:4,10,4.98,65.815,4.98,5008302.15,5008302.15,4.63,93.03,4760662.67,95.200,4760662.67,95.200,4.65,93.47,4946679.65,97.865,4946679.65,97.865
Average,1:2:3:4,15,7.45,75.957,7.45,7634394.09,7634394.09,7.07,95.00,7402466.37,96.742,7402466.37,96.742,7.10,95.45,7579600.91,98.667,7579600.91,98.667
Average,1:2:3:4,25,12.46,84.990,12.46,12846749.61,12846749.61,12.08,96.97,12582918.20,97.896,12582918.20,97.896,12.13,97.37,12792006.97,99.275,12792006.97,99.275
Average,1:2:3:4,50,24.97,92.258,24.97,25986210.98,25986210.98,24.52,98.18,25568343.83,98.717,25568343.83,98.717,24.62,98.61,25934136.61,99.640,25934136.61,99.640
Average,1:2:3:4,100,49.93,96.062,49.93,51488226.47,51488226.47,49.45,99.04,51036148.28,99.257,51036148.28,99.257,49.62,99.38,51441086.30,99.836,51441086.30,99.836
Average,1:2:3:4,500,249.98,99.202,249.99,259400071.45,259400071.45,249.13,99.65,258541276.01,99.733,258541276.01,99.733,249.66,99.87,259353691.51,99.968,259353691.51,99.968
Average,1:2:3:4,1000,499.97,99.600,499.98,514093866.72,514093866.72,498.74,99.75,512558911.42,99.808,512558911.42,99.808,499.64,99.93,514044324.91,99.982,514044324.91,99.982
