stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,3:3,2,1.00,0.646,1.00,1303.28,1303.28,0.50,49.72,761.93,46.620,761.93,46.620,0.50,49.72,762.46,46.658,762.46,46.658
Average,3:3,3,1.48,16.292,1.48,2021.72,2021.72,0.98,70.66,1488.09,72.014,1488.09,72.014,0.98,70.66,1488.42,72.061,1488.42,72.061
Average,3:3,4,2.00,31.909,2.00,2835.46,2835.46,1.50,76.38,2265.57,78.607,2265.57,78.607,1.50,76.38,2265.29,78.627,2265.29,78.627
Average,3:3,5,2.50,41.611,2.50,3594.48,3594.48,2.00,81.37,3023.23,83.550,3023.23,83.550,2.00,81.37,3018.32,83.426,3018.32,83.426
Average,3:3,10,4.99,66.170,4.99,7329.52,7329.52,4.49,90.35,6729.73,91.690,6729.73,91.690,4.49,90.35,6737.19,91.797,6737.19,91.797
Average,3:3,15,7.49,76.222,7.49,11076.32,11076.32,6.99,93.41,10473.92,94.484,10473.92,94.484,6.99,93.41,10468.79,94.435,10468.79,94.435
Average,3:3,25,12.49,85.090,12.49,18565.39,18565.39,12.00,96.07,17951.02,96.665,17951.02,96.665,12.00,96.07,17950.62,96.666,17950.62,96.666
Average,3:3,50,24.99,92.281,24.99,37291.45,37291.45,24.49,98.01,36676.72,98.347,36676.72,98.347,24.49,98.01,36677.59,98.349,36677.59,98.349
Average,3:3,100,50.00,96.072,50.00,74764.19,74764.19,49.50,98.99,74139.48,99.162,74139.48,99.162,49.50,98.99,74142.21,99.166,74142.21,99.166
Average,3:3,500,250.08,99.203,250.08,374540.44,374540.44,249.57,99.79,373908.40,99.831,373908.40,99.831,249.57,99.79,373912.05,99.832,373912.05,99.832
Average,3:3,1000,499.83,99.600,499.83,749143.45,749143.45,499.34,99.90,748510.89,99.915,748510.89,99.915,499.34,99.90,748518.49,99.916,748518.49,99.916
