stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:2,2,0.95,2.727,0.95,408879.01,408879.01,0.61,57.21,337584.18,56.944,337584.18,56.944,0.61,57.39,354423.97,58.715,354423.97,58.715
Average,1:2:2,3,1.45,15.696,1.45,596750.28,596750.28,1.08,74.90,529720.43,78.707,529720.43,78.707,1.08,75.16,552402.14,81.658,552402.14,81.658
Average,1:2:2,4,1.94,28.936,1.94,861371.43,861371.43,1.58,82.31,789447.00,86.391,789447.00,86.391,1.59,82.52,820388.23,89.836,820388.23,89.836
Average,1:2:2,5,2.46,39.781,2.46,1093725.71,1093725.71,2.07,85.05,1005022.65,90.286,1005022.65,90.286,2.08,85.35,1052340.47,93.316,1052340.47,93.316
Average,1:2:2,10,4.96,65.525,4.96,2227091.85,2227091.85,4.58,92.62,2133877.93,95.603,2133877.93,95.603,4.59,92.89,2197747.24,97.565,2197747.24,97.565
Average,1:2:2,15,7.48,75.997,7.48,3239712.62,3239712.62,7.09,94.82,3147958.60,97.180,3147958.60,97.180,7.10,94.98,3210642.89,98.486,3210642.89,98.486
Average,1:2:2,25,12.45,84.966,12.45,5559009.65,5559009.65,12.04,96.77,5453761.62,98.251,5453761.62,98.251,12.07,96.98,5533822.74,99.172,5533822.74,99.172
Average,1:2:2,50,24.97,92.250,24.97,11368149.15,11368149.15,24.55,98.31,11261199.39,99.076,11261199.39,99.076,24.59,98.51,11344446.65,99.607,11344446.65,99.607
Average,1:2:2,100,49.83,96.053,49.83,22786112.73,22786112.73,49.37,99.08,22635410.77,99.474,22635410.77,99.474,49.48,99.29,22762877.89,99.818,22762877.89,99.818
Average,1:2:2,500,249.86,99.202,249.88,114252749.25,114252749.25,249.13,99.70,113998421.67,99.827,113998421.67,99.827,249.53,99.85,114231123.57,99.963,114231123.57,99.963
Average,1:2:2,1000,499.65,99.600,499.71,228756041.84,228756041.84,498.64,99.79,228362742.04,99.876,228362742.04,99.876,499.36,99.93,228734754.22,99.981,228734754.22,99.981
