stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,2,0.90,3.484,0.90,1407350.90,1407350.90,0.43,39.86,1167468.38,42.091,1167468.38,42.091,0.44,40.51,1184737.59,42.803,1184737.59,42.803
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,3,1.39,21.227,1.39,2283691.13,2283691.13,0.90,64.13,2024207.18,73.053,2024207.18,73.053,0.91,65.24,2033303.22,74.263,2033303.22,74.263
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,4,1.89,40.661,1.89,3406816.53,3406816.53,1.38,73.89,3135780.16,85.658,3135780.16,85.658,1.40,75.02,3200271.05,87.034,3200271.05,87.034
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,5,2.37,53.202,2.37,4096760.69,4096760.69,1.86,79.47,3902157.13,91.090,3902157.13,91.090,1.89,80.62,3948909.35,92.433,3948909.35,92.433
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,10,4.87,78.685,4.87,8588476.67,8588476.67,4.33,88.96,8362208.22,96.640,8362208.22,96.640,4.37,89.79,8465567.24,97.488,8465567.24,97.488
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,15,7.36,86.096,7.36,13229689.21,13229689.21,6.80,92.43,12995126.76,97.782,12995126.76,97.782,6.85,93.15,13118243.22,98.506,13118243.22,98.506
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,25,12.32,91.780,12.32,22903326.41,22903326.41,11.72,95.15,22480613.70,98.399,22480613.70,98.399,11.82,95.98,22806637.62,99.221,22806637.62,99.221
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,50,24.88,95.957,24.88,45828162.81,45828162.81,24.19,97.24,45234222.30,98.942,45234222.30,98.942,24.38,97.98,45738238.27,99.653,45738238.27,99.653
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,100,49.72,97.983,49.72,91270141.01,91270141.01,48.91,98.36,90444379.25,99.261,90444379.25,99.261,49.21,98.96,91185909.78,99.828,91185909.78,99.828
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,500,249.60,99.599,249.60,456458519.73,456458519.73,248.14,99.41,453826309.39,99.618,453826309.39,99.618,249.12,99.80,456382033.90,99.970,456382033.90,99.970
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,1000,499.63,99.799,499.63,915057009.99,915057009.99,497.47,99.56,910836052.03,99.695,910836052.03,99.695,499.12,99.89,914972689.38,99.983,914972689.38,99.983
