stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:4,2,0.98,2.878,0.98,1618.57,1618.57,0.65,61.31,1282.39,60.372,1282.39,60.372,0.65,61.31,1311.37,61.423,1311.37,61.423
Average,1:4,3,1.50,16.848,1.50,2651.03,2651.03,1.16,78.86,2255.43,79.800,2255.43,79.800,1.16,78.86,2325.63,82.382,2325.63,82.382
Average,1:4,4,2.01,30.404,2.01,3659.28,3659.28,1.66,84.08,3230.12,86.119,3230.12,86.119,1.66,84.08,3318.66,88.734,3318.66,88.734
Average,1:4,5,2.50,40.717,2.50,4672.59,4672.59,2.19,88.05,4258.53,89.897,4258.53,89.897,2.19,88.05,4359.19,92.315,4359.19,92.315
Average,1:4,10,4.99,65.844,4.99,9651.49,9651.49,4.67,93.79,9210.13,95.230,9210.13,95.230,4.67,93.79,9336.87,96.596,9336.87,96.596
Average,1:4,15,7.50,76.059,7.50,14738.48,14738.48,7.19,95.99,14283.20,96.808,14283.20,96.808,7.19,95.99,14428.99,97.832,14428.99,97.832
Average,1:4,25,12.49,85.013,12.49,24678.70,24678.70,12.19,97.59,24211.15,98.058,24211.15,98.058,12.19,97.59,24371.47,98.728,24371.47,98.728
Average,1:4,50,25.00,92.263,25.00,49640.89,49640.89,24.69,98.76,49163.43,99.028,49163.43,99.028,24.69,98.76,49329.25,99.368,49329.25,99.368
Average,1:4,100,49.92,96.060,49.92,99442.13,99442.13,49.60,99.35,98977.51,99.530,98977.51,99.530,49.60,99.35,99127.69,99.682,99127.69,99.682
Average,1:4,500,249.95,99.202,249.95,499070.45,499070.45,249.64,99.87,498576.09,99.900,498576.09,99.900,249.64,99.87,498756.29,99.937,498756.29,99.937
Average,1:4,1000,500.04,99.600,500.04,998861.44,998861.44,499.74,99.93,998370.07,99.950,998370.07,99.950,499.74,99.93,998551.06,99.968,998551.06,99.968
