stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:4,2,0.39,0.000,0.39,30109.84,30109.84,0.15,15.15,22245.66,13.812,22245.66,13.812,0.15,15.15,23334.32,14.646,23334.32,14.646
Average,1:4,3,0.69,0.040,0.69,151593.30,151593.30,0.45,37.87,114605.54,37.254,114605.54,37.254,0.45,37.87,114932.57,37.726,114932.57,37.726
Average,1:4,4,0.84,0.060,0.84,130465.09,130465.09,0.42,30.30,118621.67,30.875,118621.67,30.875,0.42,30.30,118459.61,31.356,118459.61,31.356
Average,1:4,5,1.03,0.095,1.03,230376.27,230376.27,0.75,51.51,222540.07,46.912,222540.07,46.912,0.75,51.51,225999.03,52.957,225999.03,52.957
Average,1:4,10,2.27,0.324,2.27,567214.90,567214.90,1.87,67.57,504577.85,68.968,504577.85,68.968,1.87,67.57,552670.69,72.642,552670.69,72.642
Average,1:4,15,3.81,0.484,3.81,496946.33,496946.33,3.48,84.23,476764.19,83.857,476764.19,83.857,3.48,84.23,487390.71,87.099,487390.71,87.099
Average,1:4,25,6.15,0.635,6.15,859899.60,859899.60,5.84,90.07,840148.59,89.965,840148.59,89.965,5.84,90.07,842346.45,91.584,842346.45,91.584
Average,1:4,50,11.72,0.748,11.72,2155730.72,2155730.72,11.36,92.96,2080357.75,91.375,2080357.75,91.375,11.45,93.81,2151028.20,94.805,2151028.20,94.805
Average,1:4,100,23.66,0.853,23.66,3846259.09,3846259.09,23.21,94.35,3813284.28,93.609,3813284.28,93.609,23.27,94.77,3838124.95,95.893,3838124.95,95.893
Average,1:4,500,120.36,0.945,120.36,21586027.00,21586027.00,119.69,96.13,21464273.87,96.276,21464273.87,96.276,119.96,96.41,21576191.69,96.599,21576191.69,96.599
Average,1:4,1000,235.12,0.957,235.15,40618808.93,40618808.93,234.48,96.51,40421932.83,95.908,40421932.83,95.908,234.84,96.80,40613799.38,96.896,40613799.38,96.896
Average,1:4,2000,475.42,0.963,475.42,80934976.75,80934976.75,474.30,96.61,80810946.96,96.693,80810946.96,96.693,475.09,96.87,80925433.55,96.906,80925433.55,96.906
Average,1:4,5000,796.03,0.604,796.63,112253962.45,112253962.45,794.48,60.43,112213040.89,60.497,112213040.89,60.497,796.36,60.58,112249689.59,60.594,112249689.59,60.594
