stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:2,2,0.18,0.000,0.18,48.10,48.10,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.000,0.00,0.000
Average,1:2:2,3,0.39,0.000,0.39,118.09,118.09,0.03,3.03,18.64,3.030,18.64,3.030,0.03,3.03,18.64,3.030,18.64,3.030
Average,1:2:2,4,0.69,0.010,0.69,258.85,258.85,0.18,16.66,100.56,17.117,100.56,17.117,0.18,16.66,98.49,16.689,98.49,16.689
Average,1:2:2,5,0.90,0.020,0.90,346.11,346.11,0.30,27.27,157.28,27.106,157.28,27.106,0.30,27.27,161.15,27.627,161.15,27.627
Average,1:2:2,10,1.78,0.252,1.78,831.71,831.71,1.21,67.67,626.52,71.910,626.52,71.910,1.21,67.67,630.97,72.544,630.97,72.544
Average,1:2:2,15,2.90,0.472,2.90,1321.00,1321.00,2.30,79.04,1144.35,84.567,1144.35,84.567,2.30,79.04,1142.54,84.722,1142.54,84.722
Average,1:2:2,25,4.96,0.656,4.96,2447.66,2447.66,4.54,91.21,2282.61,92.745,2282.61,92.745,4.54,91.21,2283.11,92.794,2283.11,92.794
Average,1:2:2,50,9.84,0.813,9.84,4857.21,4857.21,9.27,94.13,4639.05,95.436,4639.05,95.436,9.27,94.13,4664.47,95.934,4664.47,95.934
Average,1:2:2,100,19.39,0.901,19.39,9755.71,9755.71,18.81,97.05,9560.59,97.992,9560.59,97.992,18.81,97.05,9566.32,98.059,9566.32,98.059
Average,1:2:2,500,99.84,0.980,99.84,49799.06,49799.06,99.21,99.36,49581.66,99.563,49581.66,99.563,99.21,99.36,49579.35,99.558,49579.35,99.558
Average,1:2:2,1000,199.03,0.989,199.03,99056.25,99056.25,198.33,99.64,98830.72,99.770,98830.72,99.770,198.33,99.64,98841.79,99.781,98841.79,99.781
Average,1:2:2,2000,397.81,0.994,397.81,199009.45,199009.45,397.30,99.87,198824.49,99.907,198824.49,99.907,397.30,99.87,198835.04,99.912,198835.04,99.912
Average,1:2:2,5000,999.51,0.998,999.51,498346.66,498346.66,998.81,99.93,498140.74,99.958,498140.74,99.958,998.81,99.93,498171.39,99.964,498171.39,99.964
