stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:3:4,2,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.000,0.00,0.000
Average,1:2:3:4,3,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.000,0.00,0.000
Average,1:2:3:4,4,0.09,0.000,0.09,17.42,17.42,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.000,0.00,0.000
Average,1:2:3:4,5,0.21,0.000,0.21,48.27,48.27,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.000,0.00,0.000
Average,1:2:3:4,10,0.96,0.000,0.96,372.51,372.51,0.24,24.24,114.96,22.481,114.96,22.481,0.24,24.24,117.30,22.759,117.30,22.759
Average,1:2:3:4,15,1.36,0.121,1.36,644.38,644.38,0.90,71.21,469.34,71.038,469.34,71.038,0.90,71.21,473.31,71.451,473.31,71.451
Average,1:2:3:4,25,2.36,0.388,2.36,1077.08,1077.08,1.78,76.76,864.80,79.497,864.80,79.497,1.78,76.76,864.63,79.648,864.63,79.648
Average,1:2:3:4,50,5.00,0.662,5.00,2411.25,2411.25,4.39,88.33,2189.99,90.669,2189.99,90.669,4.39,88.33,2203.89,91.252,2203.89,91.252
Average,1:2:3:4,100,9.78,0.813,9.78,4699.30,4699.30,9.18,93.89,4483.67,95.437,4483.67,95.437,9.18,93.89,4480.08,95.361,4480.08,95.361
Average,1:2:3:4,500,50.39,0.961,50.39,24828.84,24828.84,49.69,98.63,24556.28,98.899,24556.28,98.899,49.69,98.63,24566.28,98.945,24566.28,98.945
Average,1:2:3:4,1000,98.57,0.979,98.57,48644.83,48644.83,97.81,99.23,48396.77,99.490,48396.77,99.490,97.81,99.23,48410.81,99.519,48410.81,99.519
Average,1:2:3:4,2000,197.69,0.989,197.69,97877.10,97877.10,197.15,99.72,97689.09,99.808,97689.09,99.808,197.15,99.72,97694.98,99.814,97694.98,99.814
Average,1:2:3:4,5000,494.06,0.995,494.06,245455.10,245455.10,493.57,99.90,245261.87,99.921,245261.87,99.921,493.57,99.90,245257.93,99.919,245257.93,99.919
