stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,3:3,2,0.96,0.000,0.96,261688.24,261688.24,0.60,60.60,65258.41,54.834,65258.41,54.834,0.60,60.60,66910.50,55.517,66910.50,55.517
Average,3:3,3,1.42,0.141,1.42,302157.96,302157.96,0.87,65.15,188146.17,65.178,188146.17,65.178,0.87,65.15,195019.53,68.545,195019.53,68.545
Average,3:3,4,1.96,0.308,1.96,629389.96,629389.96,1.57,81.31,507889.05,77.753,507889.05,77.753,1.57,81.31,552733.13,82.800,552733.13,82.800
Average,3:3,5,2.54,0.417,2.54,900658.12,900658.12,2.00,80.55,762364.91,82.796,762364.91,82.796,2.00,80.55,729288.32,82.603,729288.32,82.603
Average,3:3,10,4.96,0.660,4.96,1631054.12,1631054.12,4.57,92.62,1508615.47,92.626,1508615.47,92.626,4.57,92.62,1549902.82,93.527,1549902.82,93.527
Average,3:3,15,7.57,0.764,7.57,2700035.18,2700035.18,6.96,92.24,2579200.44,94.957,2579200.44,94.957,7.03,93.01,2558186.11,95.494,2558186.11,95.494
Average,3:3,25,12.27,0.848,12.27,4460758.27,4460758.27,11.78,96.11,4336828.47,96.989,4336828.47,96.989,11.78,96.11,4383826.91,97.103,4383826.91,97.103
Average,3:3,50,24.93,0.922,24.93,8432777.39,8432777.39,24.39,97.85,8360216.54,98.589,8360216.54,98.589,24.42,97.98,8317301.10,98.645,8317301.10,98.645
Average,3:3,100,50.27,0.960,50.27,16484265.54,16484265.54,49.72,98.92,16242070.17,99.100,16242070.17,99.100,49.81,99.09,16341920.13,99.337,16341920.13,99.337
Average,3:3,500,249.78,0.992,249.81,86612680.51,86612680.51,248.96,99.67,86519928.39,99.800,86519928.39,99.800,249.27,99.78,86521393.66,99.827,86521393.66,99.827
Average,3:3,1000,499.42,0.996,499.60,171584574.63,171584574.63,498.30,99.77,170765891.67,99.819,170765891.67,99.819,499.24,99.92,171475025.84,99.929,171475025.84,99.929
Average,3:3,2000,966.63,0.967,966.81,338807006.33,338807006.33,965.18,96.82,338289714.54,96.885,338289714.54,96.885,966.57,96.94,338679885.39,96.936,338679885.39,96.936
Average,3:3,5000,909.96,0.363,910.21,136921338.27,136921338.27,909.45,36.34,136878599.01,36.352,136878599.01,36.352,910.18,36.36,136907170.18,36.360,136907170.18,36.360
