stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,3:3,2,1.00,0.000,1.00,1220.06,1220.06,0.51,51.51,722.25,48.047,722.25,48.047,0.51,51.51,750.29,49.896,750.29,49.896
Average,3:3,3,1.57,0.191,1.57,2105.56,2105.56,1.03,69.69,1538.88,71.619,1538.88,71.619,1.03,69.69,1570.55,73.835,1570.55,73.835
Average,3:3,4,2.03,0.328,2.03,2824.70,2824.70,1.39,68.18,2122.64,73.144,2122.64,73.144,1.39,68.18,2098.39,72.091,2098.39,72.091
Average,3:3,5,2.48,0.414,2.48,3537.32,3537.32,1.90,77.77,2863.94,80.393,2863.94,80.393,1.90,77.77,2858.37,80.334,2858.37,80.334
Average,3:3,10,5.09,0.669,5.09,7431.49,7431.49,4.45,87.77,6744.61,90.650,6744.61,90.650,4.45,87.77,6751.72,90.689,6751.72,90.689
Average,3:3,15,7.45,0.759,7.45,11069.66,11069.66,6.93,93.13,10510.73,94.728,10510.73,94.728,6.93,93.13,10509.77,94.660,10509.77,94.660
Average,3:3,25,12.69,0.852,12.69,18593.19,18593.19,12.21,96.27,18008.24,96.844,18008.24,96.844,12.21,96.27,18070.75,97.191,18070.75,97.191
Average,3:3,50,25.03,0.922,25.03,37857.22,37857.22,24.63,98.40,37347.19,98.641,37347.19,98.641,24.63,98.40,37345.29,98.622,37345.29,98.622
Average,3:3,100,50.15,0.960,50.15,75309.92,75309.92,49.69,99.09,74698.99,99.194,74698.99,99.194,49.69,99.09,74761.68,99.274,74761.68,99.274
Average,3:3,500,250.51,0.992,250.51,373981.91,373981.91,249.87,99.74,373267.68,99.808,373267.68,99.808,249.87,99.74,373250.98,99.804,373250.98,99.804
Average,3:3,1000,501.78,0.996,501.78,751411.53,751411.53,501.30,99.90,750784.10,99.916,750784.10,99.916,501.30,99.90,750775.39,99.915,750775.39,99.915
Average,3:3,2000,999.12,0.998,999.12,1497320.75,1497320.75,998.51,99.93,1496571.48,99.949,1496571.48,99.949,998.51,99.93,1496631.28,99.953,1496631.28,99.953
Average,3:3,5000,2501.03,0.999,2501.03,3749291.46,3749291.46,2500.48,99.97,3748648.07,99.982,3748648.07,99.982,2500.48,99.97,3748632.58,99.982,3748632.58,99.982
