stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:8,2,0.15,0.000,0.15,11353.18,11353.18,0.03,3.03,9219.84,2.947,9219.84,2.947,0.03,3.03,8267.65,2.643,8267.65,2.643
Average,1:8,3,0.36,0.000,0.36,123652.51,123652.51,0.21,21.21,118100.84,19.462,118100.84,19.462,0.21,21.21,118809.67,20.506,118809.67,20.506
Average,1:8,4,0.75,0.065,0.75,278979.60,278979.60,0.54,38.38,229055.48,37.482,229055.48,37.482,0.54,38.38,263559.31,40.175,263559.31,40.175
Average,1:8,5,0.75,0.080,0.75,237968.36,237968.36,0.60,40.90,180329.77,36.021,180329.77,36.021,0.60,40.90,223589.51,41.525,223589.51,41.525
Average,1:8,10,1.54,0.214,1.54,225726.33,225726.33,1.36,54.29,202393.09,49.484,202393.09,49.484,1.39,57.32,209889.29,58.346,209889.29,58.346
Average,1:8,15,2.48,0.342,2.48,372671.48,372671.48,2.21,52.42,339551.33,51.785,339551.33,51.785,2.21,52.42,345002.63,54.920,345002.63,54.920
Average,1:8,25,4.18,0.423,4.18,753695.09,753695.09,3.84,72.44,701596.06,71.664,701596.06,71.664,3.87,73.95,715913.43,75.492,715913.43,75.492
Average,1:8,50,8.09,0.549,8.09,1666936.36,1666936.36,7.72,77.50,1600957.36,77.335,1600957.36,77.335,7.75,77.66,1658805.68,78.762,1658805.68,78.762
Average,1:8,100,16.60,0.694,16.60,2604303.60,2604303.60,16.03,81.96,2561602.69,83.715,2561602.69,83.715,16.18,85.98,2580220.28,88.118,2580220.28,88.118
Average,1:8,500,83.69,0.856,83.69,16758461.03,16758461.03,83.03,88.91,16642635.00,88.192,16642635.00,88.192,83.33,90.04,16721639.14,90.209,16721639.14,90.209
Average,1:8,1000,168.36,0.901,168.39,32171925.42,32171925.42,167.63,92.84,32051390.16,93.063,32051390.16,93.063,167.96,93.43,32165229.37,93.674,32165229.37,93.674
Average,1:8,2000,304.42,0.828,304.42,62327797.63,62327797.63,303.66,83.97,62231170.67,84.275,62231170.67,84.275,304.06,84.24,62313841.04,84.586,62313841.04,84.586
Average,1:8,5000,226.48,0.151,226.48,11466242.09,11466242.09,225.93,15.10,11438591.83,15.105,11438591.83,15.105,226.42,15.14,11464917.85,15.149,11464917.85,15.149
