stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,2:2,2,1.03,0.020,1.03,245765.63,245765.63,0.48,45.45,41464.70,42.448,41464.70,42.448,0.48,45.45,43990.41,44.266,43990.41,44.266
Average,2:2,3,1.54,0.181,1.54,320477.06,320477.06,1.06,71.21,233875.11,72.578,233875.11,72.578,1.06,71.21,226410.86,73.993,226410.86,73.993
Average,2:2,4,2.00,0.308,2.00,381215.45,381215.45,1.51,77.77,288561.65,79.722,288561.65,79.722,1.51,77.77,283943.64,82.014,283943.64,82.014
Average,2:2,5,2.51,0.412,2.51,713588.33,713588.33,2.06,82.57,611919.41,87.424,611919.41,87.424,2.06,82.57,633513.04,87.579,633513.04,87.579
Average,2:2,10,4.72,0.641,4.72,824244.06,824244.06,4.21,89.71,736732.74,92.326,736732.74,92.326,4.24,90.32,797393.11,93.456,797393.11,93.456
Average,2:2,15,7.48,0.761,7.48,1497534.45,1497534.45,7.18,95.99,1439743.27,95.886,1439743.27,95.886,7.21,96.42,1451163.57,96.986,1451163.57,96.986
Average,2:2,25,12.54,0.851,12.54,2803097.48,2803097.48,12.15,96.87,2740177.30,97.791,2740177.30,97.791,12.15,96.87,2756386.37,97.726,2756386.37,97.726
Average,2:2,50,25.75,0.924,25.75,6295412.63,6295412.63,25.30,98.25,6178519.56,98.603,6178519.56,98.603,25.36,98.49,6183187.17,98.699,6183187.17,98.699
Average,2:2,100,50.72,0.961,50.72,11457249.90,11457249.90,50.03,98.61,11405364.84,99.162,11405364.84,99.162,50.12,98.80,11362610.52,99.295,11362610.52,99.295
Average,2:2,500,250.30,0.992,250.33,55821853.54,55821853.54,249.54,99.69,55533365.28,99.769,55533365.28,99.769,249.87,99.81,55789023.24,99.869,55789023.24,99.869
Average,2:2,1000,500.09,0.996,500.15,113070666.78,113070666.78,499.24,99.83,112983718.52,99.891,112983718.52,99.891,499.75,99.92,112985653.49,99.932,112985653.49,99.932
Average,2:2,2000,1002.84,0.998,1003.24,231006451.93,231006451.93,1001.48,99.86,230882673.59,99.932,230882673.59,99.932,1002.87,99.96,230941866.46,99.970,230941866.46,99.970
Average,2:2,5000,1972.60,0.787,1974.48,425703763.96,425703763.96,1971.12,78.72,425218212.62,78.753,425218212.62,78.753,1974.18,78.77,425691129.71,78.778,425691129.71,78.778
