stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,2,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.000,0.00,0.000
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,3,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.000,0.00,0.000
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,4,0.12,0.000,0.12,29852.15,29852.15,0.03,3.03,16785.45,3.030,16785.45,3.030,0.03,3.03,16785.45,3.030,16785.45,3.030
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,5,0.21,0.000,0.21,22868.48,22868.48,0.09,9.09,19249.72,9.090,19249.72,9.090,0.09,9.09,19249.72,9.090,19249.72,9.090
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,10,0.93,0.169,0.93,158513.63,158513.63,0.51,24.49,137072.39,28.588,137072.39,28.588,0.54,27.52,138140.75,31.619,138140.75,31.619
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,15,1.45,0.266,1.45,248708.03,248708.03,1.06,32.32,226690.93,36.145,226690.93,36.145,1.12,34.34,229224.62,39.056,229224.62,39.056
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,25,2.60,0.388,2.60,501329.63,501329.63,2.09,41.95,463606.53,46.959,463606.53,46.959,2.21,45.41,470209.34,51.154,470209.34,51.154
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,50,5.78,0.459,5.78,1145646.39,1145646.39,5.15,45.43,1108916.15,47.125,1108916.15,47.125,5.45,51.94,1114558.24,53.793,1114558.24,53.793
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,100,11.57,0.542,11.57,2398063.81,2398063.81,10.93,55.74,2360345.64,57.605,2360345.64,57.605,11.15,57.25,2362993.43,59.118,2362993.43,59.118
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,500,60.36,0.683,60.36,13742809.87,13742809.87,59.69,68.22,13659141.87,70.180,13659141.87,70.180,60.03,69.53,13738744.27,71.839,13738744.27,71.839
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,1000,114.60,0.627,114.60,26170285.63,26170285.63,113.39,60.58,26051876.36,61.135,26051876.36,61.135,114.21,64.72,26149457.21,65.718,26149457.21,65.718
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,2000,128.09,0.313,128.09,8263734.81,8263734.81,127.00,30.82,8197786.22,31.385,8197786.22,31.385,127.84,32.91,8259373.39,33.198,8259373.39,33.198
,,,,,,,,,,,,,,,,,,,
