stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1,2,0.33,0.000,0.33,52502.69,52502.69,0.09,9.09,19151.75,9.090,19151.75,9.090,0.09,9.09,19151.75,9.090,19151.75,9.090
Average,1:1:1:1:1,3,0.45,0.015,0.45,48123.93,48123.93,0.12,10.60,13268.81,11.154,13268.81,11.154,0.12,10.60,13268.81,11.154,13268.81,11.154
Average,1:1:1:1:1,4,0.75,0.090,0.75,185405.84,185405.84,0.36,25.75,161369.30,30.030,161369.30,30.030,0.36,25.75,161369.30,30.030,161369.30,30.030
Average,1:1:1:1:1,5,0.90,0.151,0.90,188405.18,188405.18,0.48,31.81,162130.69,38.176,162130.69,38.176,0.51,34.84,162806.45,41.206,162806.45,41.206
Average,1:1:1:1:1,10,2.21,0.418,2.21,528027.39,528027.39,1.72,58.28,519510.95,65.473,519510.95,65.473,1.72,58.28,519455.63,65.458,519455.63,65.458
Average,1:1:1:1:1,15,3.45,0.569,3.45,583536.60,583536.60,2.87,71.99,563158.71,78.292,563158.71,78.292,2.87,71.99,562948.92,78.234,562948.92,78.234
Average,1:1:1:1:1,25,5.45,0.715,5.45,848293.78,848293.78,4.66,75.54,832740.82,86.182,832740.82,86.182,4.72,76.20,834473.74,86.840,834473.74,86.840
Average,1:1:1:1:1,50,11.60,0.833,11.60,1854818.00,1854818.00,11.09,92.57,1807793.80,95.201,1807793.80,95.201,11.12,92.79,1845110.57,95.343,1845110.57,95.343
Average,1:1:1:1:1,100,22.45,0.901,22.45,3759930.24,3759930.24,21.96,92.82,3754527.40,95.028,3754527.40,95.028,22.00,92.99,3754895.86,95.175,3754895.86,95.175
Average,1:1:1:1:1,500,118.87,0.957,118.87,20758633.48,20758633.48,117.90,95.82,20583843.34,96.394,20583843.34,96.394,118.27,96.13,20749281.78,96.622,20749281.78,96.622
Average,1:1:1:1:1,1000,237.96,0.963,237.96,41743792.87,41743792.87,236.54,96.21,41535161.54,96.458,41535161.54,96.458,237.42,96.73,41731607.36,96.883,41731607.36,96.883
Average,1:1:1:1:1,2000,477.33,0.966,477.33,82085015.27,82085015.27,475.69,96.41,81910983.05,96.613,81910983.05,96.613,476.66,96.75,82070232.99,96.889,82070232.99,96.889
Average,1:1:1:1:1,5000,795.21,0.605,795.21,109963304.54,109963304.54,791.75,60.24,109207257.91,60.356,109207257.91,60.356,794.81,60.56,109959315.59,60.595,109959315.59,60.595
