stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:3,2,0.24,0.000,0.24,88072.78,88072.78,0.06,6.06,83690.42,6.060,83690.42,6.060,0.06,6.06,83690.42,6.060,83690.42,6.060
Average,1:2:3,3,0.42,0.010,0.42,39154.24,39154.24,0.12,10.60,17028.90,11.279,17028.90,11.279,0.12,10.60,17621.26,11.477,17621.26,11.477
Average,1:2:3,4,0.60,0.030,0.60,136667.69,136667.69,0.36,30.30,99935.92,28.248,99935.92,28.248,0.36,30.30,121720.14,31.490,121720.14,31.490
Average,1:2:3,5,0.78,0.040,0.78,102745.87,102745.87,0.45,34.84,91581.72,33.381,91581.72,33.381,0.45,34.84,93733.16,35.665,93733.16,35.665
Average,1:2:3,10,1.93,0.259,1.93,214469.63,214469.63,1.39,49.89,185673.61,51.718,185673.61,51.718,1.39,49.89,201685.32,55.230,201685.32,55.230
Average,1:2:3,15,2.75,0.368,2.75,354129.57,354129.57,2.48,77.42,342165.98,78.121,342165.98,78.121,2.48,77.42,349758.31,80.614,349758.31,80.614
Average,1:2:3,25,5.09,0.542,5.09,1228321.75,1228321.75,4.87,89.36,1216330.04,85.100,1216330.04,85.100,4.87,89.36,1224477.09,90.287,1224477.09,90.287
Average,1:2:3,50,10.66,0.717,10.66,1728923.69,1728923.69,10.21,87.00,1716458.80,89.653,1716458.80,89.653,10.24,87.51,1723482.79,91.193,1723482.79,91.193
Average,1:2:3,100,20.63,0.822,20.63,3751882.15,3751882.15,20.12,92.34,3702347.58,91.842,3702347.58,91.842,20.30,93.51,3728283.59,94.505,3728283.59,94.505
Average,1:2:3,500,105.66,0.934,105.66,17619968.03,17619968.03,104.87,95.31,17546273.78,95.710,17546273.78,95.710,105.21,95.77,17595476.82,96.440,17595476.82,96.440
Average,1:2:3,1000,210.15,0.950,210.15,37288461.66,37288461.66,209.09,95.95,37177003.46,96.140,37177003.46,96.140,209.66,96.65,37269622.46,96.823,37269622.46,96.823
Average,1:2:3,2000,408.12,0.930,408.15,72133356.93,72133356.93,406.69,93.36,71918520.42,93.480,71918520.42,93.480,407.66,93.75,72102192.52,93.862,72102192.52,93.862
Average,1:2:3,5000,501.66,0.362,501.66,32903094.42,32903094.42,500.75,36.26,32855770.21,36.297,32855770.21,36.297,501.54,36.35,32900271.68,36.358,32900271.68,36.358
