stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:16,2,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.000,0.00,0.000
Average,1:16,3,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.000,0.00,0.000
Average,1:16,4,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.000,0.00,0.000
Average,1:16,5,0.06,0.000,0.06,4.44,4.44,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.000,0.00,0.000
Average,1:16,10,0.66,0.000,0.66,117.60,117.60,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.000,0.00,0.000
Average,1:16,15,1.00,0.000,1.00,385.00,385.00,0.21,21.21,108.36,19.773,108.36,19.773,0.21,21.21,104.51,19.065,104.51,19.065
Average,1:16,25,1.39,0.131,1.39,677.75,677.75,1.03,78.78,493.03,72.472,493.03,72.472,1.03,78.78,496.94,73.001,496.94,73.001
Average,1:16,50,2.93,0.483,2.93,1465.03,1465.03,2.51,86.61,1272.95,86.461,1272.95,86.461,2.51,86.61,1268.16,86.149,1268.16,86.149
Average,1:16,100,5.75,0.701,5.75,2783.65,2783.65,5.21,90.92,2535.69,90.961,2535.69,90.961,5.21,90.92,2533.44,90.849,2533.44,90.849
Average,1:16,500,29.51,0.934,29.51,14384.09,14384.09,29.00,98.25,14149.32,98.365,14149.32,98.365,29.00,98.25,14152.63,98.392,14152.63,98.392
Average,1:16,1000,58.15,0.966,58.15,28648.77,28648.77,57.63,99.12,28396.28,99.115,28396.28,99.115,57.63,99.12,28394.54,99.109,28394.54,99.109
Average,1:16,2000,115.42,0.982,115.42,56796.76,56796.76,114.96,99.60,56577.14,99.611,56577.14,99.611,114.96,99.60,56590.12,99.633,56590.12,99.633
Average,1:16,5000,290.06,0.993,290.06,143056.04,143056.04,289.51,99.81,142796.86,99.818,142796.86,99.818,289.51,99.81,142803.38,99.823,142803.38,99.823
