stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1,2,0.09,0.000,0.09,25.56,25.56,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.000,0.00,0.000
Average,1:1:1:1:1,3,0.15,0.000,0.15,42.19,42.19,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.000,0.00,0.000
Average,1:1:1:1:1,4,0.45,0.000,0.45,134.39,134.39,0.03,3.03,22.10,3.030,22.10,3.030,0.03,3.03,22.10,3.030,22.10,3.030
Average,1:1:1:1:1,5,0.90,0.045,0.90,227.72,227.72,0.15,10.60,72.72,14.090,72.72,14.090,0.15,10.60,72.72,14.090,72.72,14.090
Average,1:1:1:1:1,10,1.81,0.363,1.81,748.76,748.76,1.03,53.03,519.02,62.255,519.02,62.255,1.03,53.03,519.02,62.255,519.02,62.255
Average,1:1:1:1:1,15,2.87,0.618,2.87,1245.37,1245.37,2.06,70.95,1044.94,82.414,1044.94,82.414,2.06,70.95,1044.94,82.414,1044.94,82.414
Average,1:1:1:1:1,25,4.72,0.773,4.72,2190.97,2190.97,3.93,83.24,1988.75,90.361,1988.75,90.361,3.93,83.24,1988.75,90.361,1988.75,90.361
Average,1:1:1:1:1,50,9.81,0.896,9.81,4731.71,4731.71,9.06,92.38,4520.08,95.517,4520.08,95.517,9.06,92.38,4520.08,95.517,4520.08,95.517
Average,1:1:1:1:1,100,19.48,0.948,19.48,9369.80,9369.80,18.63,95.63,9152.23,97.651,9152.23,97.651,18.63,95.63,9152.23,97.651,9152.23,97.651
Average,1:1:1:1:1,500,99.84,0.989,99.84,49425.01,49425.01,99.12,99.27,49259.31,99.664,49259.31,99.664,99.12,99.27,49259.31,99.664,49259.31,99.664
Average,1:1:1:1:1,1000,199.66,0.994,199.66,99255.41,99255.41,198.87,99.60,99065.36,99.809,99065.36,99.809,198.87,99.60,99065.36,99.809,99065.36,99.809
Average,1:1:1:1:1,2000,398.63,0.997,398.63,198884.13,198884.13,397.78,99.78,198689.43,99.902,198689.43,99.902,397.78,99.78,198689.43,99.902,198689.43,99.902
Average,1:1:1:1:1,5000,995.66,0.998,995.66,496647.14,496647.14,995.00,99.93,496473.36,99.964,496473.36,99.964,995.00,99.93,496473.36,99.964,496473.36,99.964
