stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,2:2:2,2,0.69,0.000,0.69,408.45,408.45,0.03,3.03,22.76,3.030,22.76,3.030,0.03,3.03,22.76,3.030,22.76,3.030
Average,2:2:2,3,1.00,0.020,1.00,888.61,888.61,0.36,31.81,408.00,30.263,408.00,30.263,0.36,31.81,421.36,31.218,421.36,31.218
Average,2:2:2,4,1.30,0.101,1.30,1118.04,1118.04,0.66,51.51,709.89,55.398,709.89,55.398,0.66,51.51,691.97,53.814,691.97,53.814
Average,2:2:2,5,1.69,0.232,1.69,1643.24,1643.24,1.21,72.72,1253.38,74.046,1253.38,74.046,1.21,72.72,1259.46,74.584,1259.46,74.584
Average,2:2:2,10,3.06,0.497,3.06,3001.56,3001.56,2.51,81.06,2588.36,84.372,2588.36,84.372,2.51,81.06,2596.26,84.980,2596.26,84.980
Average,2:2:2,15,4.87,0.651,4.87,4557.31,4557.31,4.33,89.41,4183.56,91.842,4183.56,91.842,4.33,89.41,4160.68,91.366,4160.68,91.366
Average,2:2:2,25,8.24,0.780,8.24,8188.60,8188.60,7.69,93.49,7783.96,94.919,7783.96,94.919,7.69,93.49,7779.09,94.939,7779.09,94.939
Average,2:2:2,50,16.69,0.886,16.69,16490.63,16490.63,16.18,96.94,16075.77,97.454,16075.77,97.454,16.18,96.94,16051.59,97.319,16051.59,97.319
Average,2:2:2,100,33.66,0.942,33.66,34215.17,34215.17,33.03,98.13,33771.49,98.700,33771.49,98.700,33.03,98.13,33790.81,98.764,33790.81,98.764
Average,2:2:2,500,166.87,0.988,166.87,166508.00,166508.00,166.33,99.67,166058.33,99.731,166058.33,99.731,166.33,99.67,166069.70,99.738,166069.70,99.738
Average,2:2:2,1000,332.30,0.993,332.30,333290.23,333290.23,331.78,99.84,332887.73,99.879,332887.73,99.879,331.78,99.84,332884.34,99.878,332884.34,99.878
Average,2:2:2,2000,664.12,0.996,664.12,663146.39,663146.39,663.54,99.91,662729.49,99.937,662729.49,99.937,663.54,99.91,662727.53,99.936,662727.53,99.936
Average,2:2:2,5000,1661.36,0.998,1661.36,1657497.11,1657497.11,1660.93,99.97,1657180.31,99.980,1657180.31,99.980,1660.93,99.97,1657164.59,99.979,1657164.59,99.979
