stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,4:2:6,2,0.78,0.000,0.78,819.27,819.27,0.03,3.03,52.74,3.030,52.74,3.030,0.03,3.03,52.74,3.030,52.74,3.030
Average,4:2:6,3,1.00,0.000,1.00,1653.76,1653.76,0.27,27.27,562.70,25.065,562.70,25.065,0.27,27.27,570.86,25.415,570.86,25.415
Average,4:2:6,4,1.21,0.070,1.21,2299.03,2299.03,0.81,71.21,1624.29,67.680,1624.29,67.680,0.81,71.21,1618.18,67.572,1618.18,67.572
Average,4:2:6,5,1.69,0.232,1.69,2927.08,2927.08,1.15,72.72,2280.82,78.447,2280.82,78.447,1.15,72.72,2275.07,77.924,2275.07,77.924
Average,4:2:6,10,3.33,0.531,3.33,6526.44,6526.44,2.78,84.84,5572.05,85.566,5572.05,85.566,2.78,84.84,5621.38,86.403,5621.38,86.403
Average,4:2:6,15,4.84,0.654,4.84,9616.64,9616.64,4.39,91.06,8830.18,91.857,8830.18,91.857,4.39,91.06,8846.09,91.968,8846.09,91.968
Average,4:2:6,25,8.42,0.786,8.42,16782.35,16782.35,7.87,93.56,15863.05,94.342,15863.05,94.342,7.87,93.56,15932.09,94.754,15932.09,94.754
Average,4:2:6,50,16.42,0.884,16.42,32628.20,32628.20,15.87,96.72,31578.93,96.811,31578.93,96.811,15.87,96.72,31632.56,96.967,31632.56,96.967
Average,4:2:6,100,33.27,0.941,33.27,66476.23,66476.23,32.81,98.65,65588.97,98.665,65588.97,98.665,32.81,98.65,65608.96,98.700,65608.96,98.700
Average,4:2:6,500,165.75,0.988,165.75,331254.07,331254.07,165.27,99.70,330311.40,99.715,330311.40,99.715,165.27,99.70,330369.94,99.733,330369.94,99.733
Average,4:2:6,1000,332.30,0.993,332.30,663987.94,663987.94,331.63,99.79,663065.86,99.861,663065.86,99.861,331.63,99.79,663033.61,99.856,663033.61,99.856
Average,4:2:6,2000,666.93,0.997,666.93,1333833.46,1333833.46,666.54,99.94,1333028.75,99.939,1333028.75,99.939,666.54,99.94,1333072.20,99.942,1333072.20,99.942
Average,4:2:6,5000,1665.93,0.998,1665.93,3323968.09,3323968.09,1665.33,99.96,3322954.47,99.969,3322954.47,99.969,1665.33,99.96,3322880.14,99.967,3322880.14,99.967
