stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1:1:1:1:1,2,0.12,0.000,0.12,28323.00,28323.00,0.03,3.03,17526.81,3.030,17526.81,3.030,0.03,3.03,17526.81,3.030,17526.81,3.030
Average,1:1:1:1:1:1:1:1:1,3,0.12,0.000,0.12,4951.21,4951.21,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.000,0.00,0.000
Average,1:1:1:1:1:1:1:1:1,4,0.39,0.000,0.39,106681.69,106681.69,0.21,21.21,97199.60,21.212,97199.60,21.212,0.21,21.21,97199.60,21.212,97199.60,21.212
Average,1:1:1:1:1:1:1:1:1,5,0.54,0.045,0.54,112014.18,112014.18,0.27,19.69,76960.37,19.774,76960.37,19.774,0.27,19.69,76960.37,19.774,76960.37,19.774
Average,1:1:1:1:1:1:1:1:1,10,1.30,0.261,1.30,146566.48,146566.48,0.90,35.75,133176.54,42.975,133176.54,42.975,0.90,35.75,133176.54,42.975,133176.54,42.975
Average,1:1:1:1:1:1:1:1:1,15,2.12,0.367,2.12,401968.21,401968.21,1.72,50.30,361081.74,54.542,361081.74,54.542,1.72,50.30,361081.74,54.542,361081.74,54.542
Average,1:1:1:1:1:1:1:1:1,25,3.72,0.480,3.72,1001388.06,1001388.06,3.18,50.68,982712.87,57.543,982712.87,57.543,3.18,50.68,982712.87,57.543,982712.87,57.543
Average,1:1:1:1:1:1:1:1:1,50,7.78,0.614,7.78,1680061.93,1680061.93,7.09,68.08,1652503.28,73.626,1652503.28,73.626,7.21,72.83,1654746.32,78.312,1654746.32,78.312
Average,1:1:1:1:1:1:1:1:1,100,15.84,0.742,15.84,2980263.72,2980263.72,15.18,80.95,2912648.07,84.396,2912648.07,84.396,15.33,81.69,2968056.63,85.100,2968056.63,85.100
Average,1:1:1:1:1:1:1:1:1,500,83.75,0.896,83.75,16299331.30,16299331.30,82.63,90.68,16105350.61,92.486,16105350.61,92.486,83.15,91.66,16289791.91,93.366,16289791.91,93.366
Average,1:1:1:1:1:1:1:1:1,1000,167.75,0.917,167.75,32632545.60,32632545.60,166.24,91.03,32287921.61,91.797,32287921.61,91.797,167.15,92.93,32600279.50,93.512,32600279.50,93.512
Average,1:1:1:1:1:1:1:1:1,2000,302.81,0.836,302.81,60488477.69,60488477.69,300.84,83.22,60060052.86,84.027,60060052.86,84.027,302.36,83.99,60484919.76,84.560,60484919.76,84.560
Average,1:1:1:1:1:1:1:1:1,5000,227.00,0.151,227.00,11539397.36,11539397.36,226.33,15.09,11521768.42,15.108,11521768.42,15.108,226.90,15.14,11538793.32,15.149,11538793.32,15.149
