stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,2:2:2,2,0.69,0.000,0.69,169539.66,169539.66,0.06,6.06,97224.06,6.060,97224.06,6.060,0.06,6.06,97224.06,6.060,97224.06,6.060
Average,2:2:2,3,0.93,0.040,0.93,159161.57,159161.57,0.45,39.39,100654.38,40.095,100654.38,40.095,0.45,39.39,102014.57,42.207,102014.57,42.207
Average,2:2:2,4,1.36,0.141,1.36,237302.66,237302.66,0.81,56.06,171131.84,59.766,171131.84,59.766,0.81,56.06,176203.17,58.201,176203.17,58.201
Average,2:2:2,5,1.63,0.212,1.63,363650.39,363650.39,1.24,73.23,312816.68,76.305,312816.68,76.305,1.27,74.74,322009.39,78.819,322009.39,78.819
Average,2:2:2,10,3.27,0.502,3.27,844524.57,844524.57,2.60,74.69,797229.01,83.383,797229.01,83.383,2.60,74.69,796141.38,83.340,796141.38,83.340
Average,2:2:2,15,5.12,0.637,5.12,1751871.33,1751871.33,4.45,86.94,1596035.62,91.882,1596035.62,91.882,4.48,87.45,1654350.88,92.290,1654350.88,92.290
Average,2:2:2,25,8.30,0.758,8.30,2397674.39,2397674.39,7.78,92.01,2355115.07,93.289,2355115.07,93.289,7.81,92.52,2344527.52,94.246,2344527.52,94.246
Average,2:2:2,50,16.51,0.870,16.51,4933714.03,4933714.03,16.06,96.97,4826055.40,97.075,4826055.40,97.075,16.09,97.13,4886026.12,97.977,4886026.12,97.977
Average,2:2:2,100,33.63,0.934,33.63,9147482.36,9147482.36,32.93,97.44,9071471.25,98.430,9071471.25,98.430,33.03,97.74,9101942.74,98.735,9101942.74,98.735
Average,2:2:2,500,168.75,0.985,168.75,51063119.66,51063119.66,167.90,99.39,50819707.48,99.579,50819707.48,99.579,168.18,99.64,50965985.15,99.742,50965985.15,99.742
Average,2:2:2,1000,336.90,0.992,336.93,99798643.03,99798643.03,335.96,99.65,99614198.45,99.745,99614198.45,99.745,336.45,99.83,99730182.97,99.883,99730182.97,99.883
Average,2:2:2,2000,652.15,0.966,652.21,190947921.33,190947921.33,650.48,96.68,189644804.37,96.770,189644804.37,96.770,651.72,96.89,190879478.14,96.927,190879478.14,96.927
Average,2:2:2,5000,689.93,0.363,689.93,80932942.27,80932942.27,689.27,36.32,80832170.11,36.330,80832170.11,36.330,689.81,36.35,80917697.27,36.357,80917697.27,36.357
