stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2,2,0.66,0.010,0.66,122022.15,122022.15,0.21,19.69,90113.50,19.109,90113.50,19.109,0.21,19.69,90609.54,20.460,90609.54,20.460
Average,1:2,3,0.87,0.050,0.87,123493.18,123493.18,0.45,36.36,104969.36,36.162,104969.36,36.162,0.45,36.36,112618.43,38.422,112618.43,38.422
Average,1:2,4,1.30,0.146,1.30,180842.18,180842.18,0.87,56.06,144592.39,56.287,144592.39,56.287,0.87,56.06,157771.95,60.654,157771.95,60.654
Average,1:2,5,1.69,0.232,1.69,136878.21,136878.21,1.45,81.31,123019.44,79.083,123019.44,79.083,1.45,81.31,129427.85,83.792,129427.85,83.792
Average,1:2,10,3.33,0.464,3.33,411344.96,411344.96,2.96,85.62,383807.08,86.115,383807.08,86.115,2.96,85.62,401300.22,88.807,401300.22,88.807
Average,1:2,15,5.03,0.634,5.03,802165.21,802165.21,4.60,88.17,771810.19,88.887,771810.19,88.887,4.60,88.17,793960.22,91.777,793960.22,91.777
Average,1:2,25,8.33,0.758,8.33,1057417.09,1057417.09,7.93,92.60,1007527.53,94.133,1007527.53,94.133,7.96,92.91,1052842.97,95.301,1052842.97,95.301
Average,1:2,50,16.81,0.875,16.81,2232332.84,2232332.84,16.36,96.75,2218527.68,98.013,2218527.68,98.013,16.39,96.93,2219845.14,98.357,2219845.14,98.357
Average,1:2,100,33.90,0.933,33.90,4735446.66,4735446.66,33.30,98.16,4713775.83,99.078,4713775.83,99.078,33.33,98.32,4716645.56,99.355,4716645.56,99.355
Average,1:2,500,169.03,0.986,169.06,25525762.39,25525762.39,168.42,99.62,25504438.52,99.787,25504438.52,99.787,168.66,99.75,25518347.16,99.881,25518347.16,99.881
Average,1:2,1000,334.78,0.992,334.78,48656089.93,48656089.93,333.84,99.63,48478153.81,99.731,48478153.81,99.731,334.42,99.88,48645552.81,99.941,48645552.81,99.941
Average,1:2,2000,670.21,0.996,670.36,97962219.00,97962219.00,669.21,99.79,97898362.97,99.856,97898362.97,99.856,669.96,99.90,97951481.35,99.956,97951481.35,99.956
Average,1:2,5000,1559.30,0.907,1559.36,232178877.87,232178877.87,1557.72,90.79,232100100.14,90.847,232100100.14,90.847,1559.00,90.88,232170556.66,90.900,232170556.66,90.900
