stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:4,2,0.24,0.000,0.24,51.56,51.56,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.000,0.00,0.000
Average,1:4,3,0.45,0.000,0.45,116.17,116.17,0.03,3.03,19.30,3.030,19.30,3.030,0.03,3.03,19.30,3.030,19.30,3.030
Average,1:4,4,0.90,0.020,0.90,310.59,310.59,0.27,24.24,131.69,24.611,131.69,24.611,0.27,24.24,126.99,23.599,126.99,23.599
Average,1:4,5,1.00,0.020,1.00,413.55,413.55,0.39,34.84,217.17,33.731,217.17,33.731,0.39,34.84,216.51,33.607,216.51,33.607
Average,1:4,10,2.03,0.303,2.03,952.26,952.26,1.42,68.68,701.77,70.358,701.77,70.358,1.42,68.68,705.93,70.460,705.93,70.460
Average,1:4,15,2.90,0.472,2.90,1406.28,1406.28,2.39,81.81,1208.51,84.448,1208.51,84.448,2.39,81.81,1213.48,84.726,1213.48,84.726
Average,1:4,25,5.06,0.661,5.06,2414.85,2414.85,4.48,89.01,2200.61,90.796,2200.61,90.796,4.48,89.01,2204.75,91.146,2204.75,91.146
Average,1:4,50,9.90,0.814,9.90,4984.50,4984.50,9.48,95.77,4800.03,96.297,4800.03,96.297,9.48,95.77,4804.87,96.321,4804.87,96.321
Average,1:4,100,20.06,0.904,20.06,10102.22,10102.22,19.63,97.87,9880.20,97.760,9880.20,97.760,19.63,97.87,9921.31,98.150,9921.31,98.150
Average,1:4,500,101.21,0.980,101.21,49913.91,49913.91,100.72,99.51,49688.59,99.546,49688.59,99.546,100.72,99.51,49710.56,99.588,49710.56,99.588
Average,1:4,1000,198.36,0.989,198.36,98982.48,98982.48,197.96,99.80,98824.65,99.840,98824.65,99.840,197.96,99.80,98829.51,99.845,98829.51,99.845
Average,1:4,2000,396.75,0.994,396.75,197769.30,197769.30,396.15,99.84,197549.63,99.889,197549.63,99.889,396.15,99.84,197538.97,99.883,197538.97,99.883
Average,1:4,5000,995.15,0.997,995.15,496903.12,496903.12,994.60,99.94,496688.36,99.956,496688.36,99.956,994.60,99.94,496696.93,99.958,496696.93,99.958
