stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1:1:1:1:1,2,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.000,0.00,0.000
Average,1:1:1:1:1:1:1:1:1,3,0.03,0.000,0.03,2.23,2.23,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.000,0.00,0.000
Average,1:1:1:1:1:1:1:1:1,4,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.000,0.00,0.000
Average,1:1:1:1:1:1:1:1:1,5,0.09,0.000,0.09,9.30,9.30,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.000,0.00,0.000
Average,1:1:1:1:1:1:1:1:1,10,0.75,0.000,0.75,209.37,209.37,0.00,0.00,0.00,0.000,0.00,0.000,0.00,0.00,0.00,0.000,0.00,0.000
Average,1:1:1:1:1:1:1:1:1,15,1.39,0.212,1.39,542.52,542.52,0.42,21.21,217.35,30.242,217.35,30.242,0.42,21.21,217.35,30.242,217.35,30.242
Average,1:1:1:1:1:1:1:1:1,25,2.48,0.578,2.48,1062.84,1062.84,1.51,59.34,776.88,72.535,776.88,72.535,1.51,59.34,776.88,72.535,776.88,72.535
Average,1:1:1:1:1:1:1:1:1,50,5.18,0.803,5.18,2307.36,2307.36,4.30,82.89,2111.10,91.368,2111.10,91.368,4.30,82.89,2111.10,91.368,2111.10,91.368
Average,1:1:1:1:1:1:1:1:1,100,10.69,0.905,10.69,5060.37,5060.37,9.75,91.20,4835.43,95.566,4835.43,95.566,9.75,91.20,4835.43,95.566,4835.43,95.566
Average,1:1:1:1:1:1:1:1:1,500,55.09,0.981,55.09,27238.29,27238.29,54.27,98.51,27045.37,99.291,27045.37,99.291,54.27,98.51,27045.37,99.291,27045.37,99.291
Average,1:1:1:1:1:1:1:1:1,1000,110.21,0.990,110.21,54396.41,54396.41,109.36,99.23,54172.65,99.591,54172.65,99.591,109.36,99.23,54172.65,99.591,54172.65,99.591
Average,1:1:1:1:1:1:1:1:1,2000,220.24,0.995,220.24,109052.01,109052.01,219.33,99.58,108843.42,99.809,108843.42,99.809,219.33,99.58,108843.42,99.809,108843.42,99.809
Average,1:1:1:1:1:1:1:1:1,5000,551.87,0.998,551.87,273687.27,273687.27,550.93,99.82,273414.72,99.900,273414.72,99.900,550.93,99.82,273414.72,99.900,273414.72,99.900
